,audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6
1401,66645.wav,13.2438610345,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461237.96873,1543461248.07157,1543461248.10574,1543461248.10601,1543461248.15572,166,86698,62,2,1543461237.96874,1543461237.96876,1543461237.96893,1543461237.97226,1543461245.6208,1543461248.07149,1543461248.07155
1402,4495364.wav,11.9601122399,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461248.2159,1543461252.95277,1543461252.95837,1543461252.95861,1543461253.01343,155,65178,64,2,1543461248.21591,1543461248.21593,1543461248.2161,1543461248.21912,1543461251.82756,1543461252.9526901,1543461252.95275
1403,3312894.wav,12.1900489704,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461253.06019,1543461259.29995,1543461259.3055801,1543461259.30583,1543461259.35841,156,67422,64,2,1543461253.0602,1543461253.06022,1543461253.06039,1543461253.0633302,1543461258.3471,1543461259.29987,1543461259.29993
1404,253340.wav,11.473534318699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461259.4088302,1543461265.48019,1543461265.49315,1543461265.49332,1543461265.52528,146,56212,63,1,1543461259.40884,1543461259.40886,1543461259.40904,1543461259.41203,1543461264.50612,1543461265.4801302,1543461265.48018
1405,5829194.wav,12.002837378599999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461265.5616,1543461270.91908,1543461270.94712,1543461270.94738,1543461270.99835,141,45648,64,1,1543461265.56161,1543461265.56163,1543461265.56181,1543461265.5648599,1543461269.58398,1543461270.919,1543461270.91906
1406,2323023.wav,13.0647911558,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461271.04079,1543461280.8680198,1543461280.92228,1543461280.92254,1543461280.97456,166,83410,64,2,1543461271.0408,1543461271.0408099,1543461271.04098,1543461271.0439599,1543461279.4351099,1543461280.86794,1543461280.8679998
1407,255512.wav,11.6840874974,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461281.0360599,1543461286.59532,1543461286.6010199,1543461286.60118,1543461286.63136,145,49812,63,1,1543461281.0360699,1543461281.0360901,1543461281.03626,1543461281.0394301,1543461285.57356,1543461286.59524,1543461286.5953
1408,5620333.wav,12.2954372819,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461286.65508,1543461293.69195,1543461293.76787,1543461293.76804,1543461293.8093,155,74462,64,2,1543461286.65509,1543461286.6551,1543461286.65521,1543461286.65718,1543461290.95215,1543461293.69189,1543461293.69193
1409,2954157.wav,12.8727692022,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461293.85951,1543461300.5469902,1543461300.57409,1543461300.57435,1543461300.62718,159,67424,64,2,1543461293.85952,1543461293.85953,1543461293.8597,1543461293.86305,1543461298.41178,1543461300.54691,1543461300.54697
1410,2549195.wav,11.9024630546,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461300.68517,1543461305.04786,1543461305.0874698,1543461305.08774,1543461305.14027,145,43410,64,1,1543461300.6851802,1543461300.6852,1543461300.68538,1543461300.68834,1543461304.14553,1543461305.04778,1543461305.04784
1411,282236.wav,12.408058999400001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461305.18312,1543461313.8422,1543461313.87595,1543461313.87621,1543461313.93388,160,89184,63,2,1543461305.18313,1543461305.18315,1543461305.1833198,1543461305.18633,1543461311.83538,1543461313.84212,1543461313.84218
1412,5243054.wav,12.5236699676,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461313.99019,1543461320.2439802,1543461320.2621,1543461320.2623599,1543461320.3150802,157,68064,64,2,1543461313.9902,1543461313.9902198,1543461313.9904,1543461313.99339,1543461318.95276,1543461320.2439,1543461320.24396
1413,2377273.wav,12.505641648900001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461320.36827,1543461326.42736,1543461326.45982,1543461326.45998,1543461326.4908302,151,59416,64,1,1543461320.3682802,1543461320.36829,1543461320.36847,1543461320.37151,1543461325.28778,1543461326.42731,1543461326.42735
1414,270858.wav,12.3886185544,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461326.51841,1543461331.6694698,1543461331.67255,1543461331.6728,1543461331.72541,150,54642,63,1,1543461326.51842,1543461326.51843,1543461326.5185401,1543461326.52084,1543461330.1793802,1543461331.66939,1543461331.66945
1415,4999718.wav,11.9784806858,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461331.77181,1543461337.8636699,1543461337.89467,1543461337.8949301,1543461337.94621,162,89184,64,2,1543461331.7718198,1543461331.77184,1543461331.7720199,1543461331.77493,1543461336.61559,1543461337.86359,1543461337.86365
1416,4666863.wav,12.740516612,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461337.99795,1543461343.7630801,1543461343.77689,1543461343.77715,1543461343.83064,150,57174,64,1,1543461337.9979599,1543461337.99798,1543461337.99815,1543461338.00132,1543461342.37677,1543461343.7629998,1543461343.7630599
1417,6054038.wav,12.320508854000002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461343.87972,1543461351.34488,1543461351.37622,1543461351.37648,1543461351.43022,154,71260,64,2,1543461343.8798401,1543461343.87986,1543461343.88005,1543461343.8829699,1543461349.60364,1543461351.3448,1543461351.34486
1418,2646650.wav,11.9956617025,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461351.4815302,1543461356.56736,1543461356.59124,1543461356.5915,1543461356.64534,150,49816,64,1,1543461351.48154,1543461351.48156,1543461351.48173,1543461351.48472,1543461355.55814,1543461356.56728,1543461356.5673401
1419,5851488.wav,11.7020860634,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461356.68971,1543461361.82512,1543461361.85721,1543461361.85747,1543461361.90789,147,57172,64,1,1543461356.68972,1543461356.6898699,1543461356.69004,1543461356.6930099,1543461360.63097,1543461361.82504,1543461361.8251
1420,3076517.wav,12.6764895931,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461361.9522,1543461368.69186,1543461368.70788,1543461368.7081401,1543461368.76362,160,84066,64,2,1543461361.95221,1543461361.95223,1543461361.9524,1543461361.95538,1543461367.3715801,1543461368.6917698,1543461368.69184
1421,6118659.wav,12.7542570122,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461368.8189,1543461379.63149,1543461379.64418,1543461379.6444302,1543461379.6954598,192,125698,64,3,1543461368.81891,1543461368.8189301,1543461368.8191,1543461368.82221,1543461377.69727,1543461379.63141,1543461379.63147
1422,299207.wav,12.1581370635,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461379.75756,1543461392.87657,1543461392.89878,1543461392.89904,1543461392.94936,189,133136,63,4,1543461379.75757,1543461379.75759,1543461379.75776,1543461379.76084,1543461390.60883,1543461392.87651,1543461392.87656
1423,3129908.wav,12.6817828852,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461393.01214,1543461398.1559699,1543461398.1693,1543461398.16955,1543461398.22244,157,66464,64,2,1543461393.01215,1543461393.01216,1543461393.01233,1543461393.01531,1543461397.18201,1543461398.15589,1543461398.15595
1424,5066373.wav,12.1909241073,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461398.27674,1543461404.6153,1543461404.6194901,1543461404.6198301,1543461404.67009,157,63908,64,1,1543461398.27675,1543461398.2767599,1543461398.27693,1543461398.28005,1543461402.9502199,1543461404.6152198,1543461404.6152802
1425,3403138.wav,11.8479426873,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461404.71692,1543461409.8705802,1543461409.90919,1543461409.90945,1543461409.96223,156,68064,64,2,1543461404.7169302,1543461404.71695,1543461404.7171302,1543461404.72025,1543461408.57743,1543461409.8705,1543461409.87056
1426,1830585.wav,12.2090054444,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461410.01209,1543461416.4572,1543461416.5784,1543461416.57866,1543461416.6299,148,54614,64,1,1543461410.0121,1543461410.01212,1543461410.01229,1543461410.01529,1543461415.06352,1543461416.45712,1543461416.45718
1427,3726067.wav,12.5702711571,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461416.67462,1543461424.53949,1543461424.5766802,1543461424.57688,1543461424.6099,151,68056,64,2,1543461416.6746302,1543461416.67465,1543461416.67482,1543461416.6780698,1543461422.11669,1543461424.5394301,1543461424.53948
1428,1874346.wav,12.209623828800002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461424.6545901,1543461435.7664301,1543461435.7815099,1543461435.78177,1543461435.8356302,167,104944,64,3,1543461424.6546,1543461424.6546302,1543461424.65481,1543461424.65817,1543461433.67663,1543461435.76635,1543461435.7664099
1429,4497037.wav,12.4787364566,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461435.8935401,1543461440.47117,1543461440.4784,1543461440.47865,1543461440.53222,157,63262,64,1,1543461435.89355,1543461435.89357,1543461435.89374,1543461435.89675,1543461439.1384199,1543461440.47109,1543461440.47115
1430,4500496.wav,12.4542156885,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461440.58144,1543461444.25614,1543461444.27203,1543461444.2723,1543461444.32503,143,57170,64,1,1543461440.58145,1543461440.58147,1543461440.58164,1543461440.5846,1543461443.17964,1543461444.25606,1543461444.25612
1431,2956168.wav,12.264460193800002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461444.37481,1543461450.30711,1543461450.3310199,1543461450.33128,1543461450.3860302,162,72228,64,2,1543461444.37482,1543461444.37484,1543461444.37502,1543461444.3779998,1543461448.25276,1543461450.30703,1543461450.30709
1432,6120459.wav,12.5794282621,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461450.43589,1543461458.93892,1543461458.97108,1543461458.97135,1543461459.02505,164,87272,64,2,1543461450.4359,1543461450.43592,1543461450.4361,1543461450.43913,1543461456.1637301,1543461458.9388402,1543461458.9389
1433,2542623.wav,12.7226369976,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461459.08156,1543461466.94125,1543461466.95297,1543461466.9532301,1543461467.0076802,160,69666,64,2,1543461459.08157,1543461459.08159,1543461459.08177,1543461459.0847301,1543461465.74369,1543461466.94117,1543461466.94123
1434,2891712.wav,12.7147782436,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461467.06157,1543461473.74746,1543461473.76912,1543461473.76939,1543461473.8238301,146,46612,64,1,1543461467.0615802,1543461467.0616,1543461467.06178,1543461467.06471,1543461472.20397,1543461473.74738,1543461473.74744
1435,2245331.wav,12.392427082100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461473.87298,1543461479.12445,1543461479.13466,1543461479.1349099,1543461479.1899,147,51412,64,1,1543461473.8729901,1543461473.873,1543461473.87317,1543461473.87621,1543461478.06045,1543461479.1243598,1543461479.12442
1436,3325879.wav,12.787711616500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461479.23778,1543461486.2934802,1543461486.33191,1543461486.33218,1543461486.3821099,161,73182,64,2,1543461479.23779,1543461479.23781,1543461479.2379801,1543461479.24123,1543461484.44717,1543461486.2934,1543461486.29346
1437,5204201.wav,12.7468687876,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461486.43761,1543461492.00419,1543461492.00846,1543461492.00871,1543461492.06413,156,73180,64,2,1543461486.43762,1543461486.43764,1543461486.43782,1543461486.44099,1543461490.72467,1543461492.0041099,1543461492.00417
1438,887216.wav,12.322204598299999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461492.11763,1543461499.0485198,1543461499.11139,1543461499.11165,1543461499.16372,142,57914,63,1,1543461492.11764,1543461492.11766,1543461492.11783,1543461492.1208901,1543461497.48919,1543461499.04844,1543461499.0485
1439,1886014.wav,13.529308355,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461499.21266,1543461510.73294,1543461510.76499,1543461510.76525,1543461510.81584,198,152262,64,4,1543461499.2126698,1543461499.21269,1543461499.2128599,1543461499.21598,1543461507.91167,1543461510.7328598,1543461510.73292
1440,3824564.wav,12.3817057319,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461510.89481,1543461518.43026,1543461518.47053,1543461518.4707901,1543461518.52315,183,104890,64,3,1543461510.89482,1543461510.89484,1543461510.89501,1543461510.89797,1543461516.81302,1543461518.43018,1543461518.4302402
1441,2359739.wav,11.354772934300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461518.5819,1543461528.88392,1543461528.94892,1543461528.9491901,1543461529.00369,155,67422,64,2,1543461518.58191,1543461518.5819302,1543461518.5821,1543461518.58516,1543461527.4839199,1543461528.88384,1543461528.8839
1442,2275999.wav,12.263404709200001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461529.0501301,1543461536.51129,1543461536.51703,1543461536.51728,1543461536.57414,151,56216,64,1,1543461529.0501401,1543461529.05016,1543461529.0503302,1543461529.05351,1543461534.84744,1543461536.51121,1543461536.5112698
1443,4397631.wav,12.3152982388,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461536.6208,1543461541.68365,1543461541.68852,1543461541.68876,1543461541.7413,144,50448,64,1,1543461536.62081,1543461536.62083,1543461536.62101,1543461536.62398,1543461540.6629999,1543461541.68357,1543461541.68363
1444,3501293.wav,12.1337391924,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461541.78748,1543461548.6261199,1543461548.74852,1543461548.74879,1543461548.7997198,164,79268,64,2,1543461541.7874901,1543461541.78751,1543461541.7876801,1543461541.79082,1543461546.62796,1543461548.62604,1543461548.6261
1445,2361867.wav,12.045408139800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461548.85085,1543461556.32148,1543461556.3445802,1543461556.34484,1543461556.39756,161,78626,64,2,1543461548.8508599,1543461548.8508801,1543461548.85105,1543461548.85424,1543461554.81283,1543461556.3214,1543461556.32146
1446,4496973.wav,12.028879761099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461556.44788,1543461569.93997,1543461569.97026,1543461569.97052,1543461570.0209699,182,122808,64,3,1543461556.4479,1543461556.44791,1543461556.44808,1543461556.45121,1543461567.2136,1543461569.9398901,1543461569.93995
1447,2245610.wav,12.888550882,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461570.07871,1543461575.9796698,1543461575.99329,1543461575.99355,1543461576.0439901,146,61012,64,1,1543461570.0787199,1543461570.0787401,1543461570.0789099,1543461570.08204,1543461574.0824802,1543461575.97959,1543461575.97965
1448,2275182.wav,12.3515671159,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461576.09513,1543461581.95395,1543461582.01205,1543461582.01231,1543461582.06704,152,62618,64,1,1543461576.09514,1543461576.09516,1543461576.09533,1543461576.09825,1543461580.5385199,1543461581.9538698,1543461581.9539301
1449,3163289.wav,12.6541728753,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461582.11546,1543461589.77646,1543461589.8083,1543461589.80856,1543461589.86526,164,65826,64,2,1543461582.11547,1543461582.11549,1543461582.11566,1543461582.1188,1543461587.2971401,1543461589.77638,1543461589.7764401
1450,2243513.wav,12.2441490426,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461589.91766,1543461594.02961,1543461594.21398,1543461594.21425,1543461594.26584,150,46616,64,1,1543461589.91767,1543461589.91769,1543461589.91786,1543461589.92111,1543461592.4507198,1543461594.02953,1543461594.0295901
1451,4895569.wav,12.4537344123,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461594.31095,1543461602.30388,1543461602.3239,1543461602.3241699,1543461602.37501,177,98484,64,3,1543461594.31096,1543461594.31098,1543461594.3111598,1543461594.31459,1543461600.5555198,1543461602.3038,1543461602.30386
1452,3826971.wav,12.450536845999999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461602.4307802,1543461608.3683,1543461608.3722801,1543461608.37254,1543461608.42467,157,71264,64,2,1543461602.43079,1543461602.43081,1543461602.431,1543461602.43395,1543461607.48469,1543461608.3682199,1543461608.3682802
1453,4521745.wav,12.438213448599999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461608.47983,1543461615.42018,1543461615.4311302,1543461615.43139,1543461615.48405,154,77978,64,2,1543461608.47984,1543461608.47986,1543461608.48005,1543461608.48292,1543461614.35919,1543461615.42011,1543461615.4201698
1454,271167.wav,12.895440546500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461615.5378199,1543461629.48156,1543461629.49788,1543461629.49814,1543461629.55122,207,176916,63,5,1543461615.53783,1543461615.53785,1543461615.53802,1543461615.54122,1543461626.18991,1543461629.4814801,1543461629.48154
1455,21631.wav,13.6217809725,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461629.62799,1543461639.15232,1543461639.1821198,1543461639.18238,1543461639.23373,180,115494,62,3,1543461629.6279998,1543461629.6280198,1543461629.62819,1543461629.63127,1543461637.44717,1543461639.15224,1543461639.1523
1456,3825132.wav,12.5455151742,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461639.30293,1543461647.86936,1543461647.91773,1543461647.918,1543461647.96915,173,90480,64,2,1543461639.3029401,1543461639.30296,1543461639.3031301,1543461639.30609,1543461645.53302,1543461647.86928,1543461647.86934
1457,4015419.wav,12.3656558504,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461648.02669,1543461654.74849,1543461654.77358,1543461654.77384,1543461654.82745,157,60380,64,1,1543461648.0267,1543461648.0267198,1543461648.02689,1543461648.03018,1543461653.2153099,1543461654.74841,1543461654.7484698
1458,4495178.wav,11.8308846352,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461654.87421,1543461657.59393,1543461657.59695,1543461657.5972,1543461657.64909,146,42454,64,1,1543461654.87422,1543461654.8742301,1543461654.87441,1543461654.87743,1543461656.51227,1543461657.59385,1543461657.59391
1459,3089452.wav,12.0128283552,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461657.69167,1543461664.5059,1543461664.57085,1543461664.57112,1543461664.6207,157,69022,64,2,1543461657.69169,1543461657.6917,1543461657.69188,1543461657.69481,1543461663.3547099,1543461664.50582,1543461664.50588
1460,2953080.wav,12.1224029461,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461664.67075,1543461670.9843,1543461671.02371,1543461671.0239801,1543461671.07809,146,54612,64,1,1543461664.67076,1543461664.6707802,1543461664.67096,1543461664.67414,1543461669.5784,1543461670.98421,1543461670.9842699
1461,3591684.wav,12.0522732471,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461671.12336,1543461679.45404,1543461679.46229,1543461679.4625401,1543461679.5127099,156,71264,64,2,1543461671.12337,1543461671.12339,1543461671.12357,1543461671.12665,1543461678.52214,1543461679.45396,1543461679.45402
1462,3321179.wav,12.3009978476,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461679.56343,1543461683.78045,1543461683.78557,1543461683.78582,1543461683.83828,147,51412,64,1,1543461679.56344,1543461679.56345,1543461679.56363,1543461679.5666099,1543461682.88916,1543461683.78037,1543461683.78043
1463,1887746.wav,12.9410874991,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461683.88495,1543461692.61218,1543461692.62524,1543461692.6254,1543461692.65602,152,69018,64,2,1543461683.88496,1543461683.88498,1543461683.88515,1543461683.8880901,1543461690.99298,1543461692.6121302,1543461692.61217
1464,4500781.wav,11.5647806599,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461692.69322,1543461697.30637,1543461697.31285,1543461697.3131,1543461697.3636,148,45656,64,1,1543461692.6932302,1543461692.69325,1543461692.69342,1543461692.6965,1543461695.56958,1543461697.3062901,1543461697.30635
1465,2544427.wav,12.2098415673,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461697.40764,1543461707.9515,1543461708.15145,1543461708.1517198,1543461708.20528,157,57820,64,1,1543461697.40765,1543461697.40767,1543461697.40784,1543461697.41103,1543461705.0810099,1543461707.9514198,1543461707.9514802
1466,310445.wav,13.2421924585,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461708.25062,1543461715.1973698,1543461715.21584,1543461715.2161,1543461715.26705,161,77074,63,2,1543461708.2506301,1543461708.2506402,1543461708.25082,1543461708.25425,1543461713.27771,1543461715.19729,1543461715.19735
1467,4666733.wav,11.9829526389,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461715.32659,1543461723.1381302,1543461723.29952,1543461723.29991,1543461723.35022,151,65174,64,2,1543461715.3266,1543461715.3266199,1543461715.32679,1543461715.32988,1543461720.41399,1543461723.13805,1543461723.13811
1468,3735114.wav,12.0527471903,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461723.39476,1543461728.3187,1543461728.3331,1543461728.33336,1543461728.3852699,153,61656,64,1,1543461723.39477,1543461723.3947802,1543461723.39495,1543461723.3984199,1543461726.56875,1543461728.31861,1543461728.31868
1469,2546292.wav,12.3025927939,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461728.4305599,1543461734.84986,1543461734.8546,1543461734.85477,1543461734.88811,153,62616,64,1,1543461728.43057,1543461728.4305902,1543461728.43076,1543461728.43369,1543461733.27415,1543461734.8498,1543461734.84984
1470,312017.wav,12.308008801,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461734.93449,1543461740.89055,1543461740.9307802,1543461740.93104,1543461740.98234,172,81870,63,2,1543461734.9345,1543461734.93452,1543461734.93469,1543461734.93758,1543461739.24331,1543461740.89047,1543461740.89053
1471,3024360.wav,11.9915272773,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461741.0368302,1543461749.42294,1543461749.46759,1543461749.46785,1543461749.51884,168,85034,64,2,1543461741.03684,1543461741.03685,1543461741.03702,1543461741.04021,1543461747.8856099,1543461749.42286,1543461749.42292
1472,1092402.wav,13.421848969900001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461749.5701098,1543461758.2783198,1543461758.28939,1543461758.28964,1543461758.34383,164,86628,64,2,1543461749.5701199,1543461749.5701401,1543461749.5703099,1543461749.57343,1543461756.48566,1543461758.2782302,1543461758.2783
1473,2712782.wav,12.7033669446,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461758.40755,1543461764.54089,1543461764.59521,1543461764.59562,1543461764.65008,165,73830,64,2,1543461758.40757,1543461758.4075801,1543461758.40775,1543461758.4109,1543461763.01782,1543461764.5408099,1543461764.54087
1474,2396060.wav,13.2285682739,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461764.70366,1543461772.39887,1543461772.45943,1543461772.4597,1543461772.51788,156,72222,64,2,1543461764.70367,1543461764.70368,1543461764.70386,1543461764.70694,1543461770.88214,1543461772.3987901,1543461772.39885
1475,2272703.wav,13.033411447799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461772.57713,1543461777.4244301,1543461777.42972,1543461777.43012,1543461777.48051,151,57794,64,1,1543461772.57714,1543461772.57716,1543461772.57733,1543461772.5807,1543461776.4416099,1543461777.42436,1543461777.4244199
1476,5916714.wav,12.5108143323,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461777.53212,1543461782.13766,1543461782.1504,1543461782.15065,1543461782.2020302,150,57174,64,1,1543461777.53213,1543461777.53215,1543461777.53233,1543461777.53519,1543461780.56252,1543461782.1375802,1543461782.13765
1477,2301928.wav,13.2191068448,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461782.2493699,1543461790.4628,1543461790.52175,1543461790.5220199,1543461790.57634,160,91410,64,2,1543461782.24938,1543461782.2494,1543461782.24957,1543461782.25268,1543461788.51788,1543461790.46272,1543461790.46278
1478,2544957.wav,12.278335001199999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461790.63856,1543461797.94433,1543461797.95585,1543461797.95611,1543461798.0088599,154,67420,64,2,1543461790.6385698,1543461790.63859,1543461790.6387699,1543461790.64194,1543461796.34685,1543461797.94424,1543461797.9443
1479,2361581.wav,12.2845900566,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461798.05945,1543461805.5007699,1543461805.5810199,1543461805.58129,1543461805.63317,163,74470,64,2,1543461798.05946,1543461798.0594802,1543461798.05965,1543461798.06273,1543461804.0746698,1543461805.50069,1543461805.50075
1480,2540896.wav,12.544739411300002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461805.6868,1543461813.49436,1543461813.5127301,1543461813.5129998,1543461813.56357,161,69026,64,2,1543461805.68681,1543461805.68683,1543461805.687,1543461805.69048,1543461812.36411,1543461813.4942698,1543461813.49434
1481,5189274.wav,12.6942935026,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461813.61655,1543461819.22969,1543461819.24104,1543461819.24129,1543461819.29808,160,76068,64,2,1543461813.61656,1543461813.61657,1543461813.61675,1543461813.6197,1543461818.1905599,1543461819.22961,1543461819.2296698
1482,3377132.wav,12.336484629800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461819.35293,1543461823.49961,1543461823.50443,1543461823.50467,1543461823.5583901,152,58456,64,1,1543461819.35294,1543461819.3529599,1543461819.35313,1543461819.3561,1543461822.63852,1543461823.49953,1543461823.49959
1483,2202874.wav,12.707548320699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461823.6054802,1543461828.2165198,1543461828.23225,1543461828.2325099,1543461828.28375,146,54588,64,1,1543461823.60549,1543461823.60551,1543461823.60568,1543461823.6086302,1543461827.01898,1543461828.21644,1543461828.2165
1484,6125439.wav,12.805908993800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461828.3324301,1543461835.96953,1543461836.03302,1543461836.0332801,1543461836.0868402,168,81194,64,2,1543461828.3324401,1543461828.33245,1543461828.33256,1543461828.33456,1543461834.48712,1543461835.96944,1543461835.9695
1485,2296920.wav,12.9423293321,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461836.14286,1543461845.4038901,1543461845.45363,1543461845.4539,1543461845.50895,169,78634,64,2,1543461836.14287,1543461836.14288,1543461836.14307,1543461836.14614,1543461843.80417,1543461845.4038,1543461845.4038599
1486,2361309.wav,12.5888854622,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461845.56833,1543461851.40779,1543461851.4200802,1543461851.42034,1543461851.4596,158,61020,64,1,1543461845.56834,1543461845.5683599,1543461845.56854,1543461845.5717099,1543461850.25986,1543461851.40771,1543461851.40777
1487,4663064.wav,12.419829849300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461851.48548,1543461859.87186,1543461859.88644,1543461859.8867,1543461859.93949,175,103284,64,3,1543461851.48549,1543461851.4855,1543461851.48562,1543461851.4876099,1543461858.36503,1543461859.8717802,1543461859.87184
1488,2957009.wav,12.2597448965,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543461859.99441,1543461866.44944,1543461866.6091099,1543461866.60938,1543461866.66473,152,62618,64,1,1543461859.9944198,1543461859.99444,1543461859.99461,1543461859.99779,1543461864.5206401,1543461866.44936,1543461866.44942
