audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6
/home/pi/Music/mountedDirectory/5228800.wav,12.4454305741,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459932.21478,1543459943.10024,1543459943.27433,1543459943.2746,1543459943.32963,165,77990,64,2,1543459932.21479,1543459932.21481,1543459932.21498,1543459932.21794,1543459940.95781,1543459943.10016,1543459943.10022
/home/pi/Music/mountedDirectory/2301895.wav,13.1293783371,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459943.38234,1543459952.90691,1543459952.98823,1543459952.98849,1543459953.05179,158,80202,64,2,1543459943.38235,1543459943.38237,1543459943.38254,1543459943.38598,1543459950.74393,1543459952.90683,1543459952.90689
/home/pi/Music/mountedDirectory/5038196.wav,12.1446078128,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459953.1127,1543459959.68343,1543459959.6908,1543459959.69106,1543459959.74431,153,69992,64,2,1543459953.11271,1543459953.11273,1543459953.1129,1543459953.11613,1543459957.81048,1543459959.68335,1543459959.68341
/home/pi/Music/mountedDirectory/2697861.wav,12.5385382801,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459959.79539,1543459966.6002,1543459966.60961,1543459966.60995,1543459966.66203,154,60378,64,1,1543459959.7954,1543459959.79542,1543459959.79561,1543459959.79856,1543459964.83027,1543459966.60012,1543459966.60019
/home/pi/Music/mountedDirectory/5466472.wav,12.4873115737,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459966.71248,1543459971.35795,1543459971.37084,1543459971.37111,1543459971.42612,150,71258,64,2,1543459966.71249,1543459966.71251,1543459966.7127,1543459966.71566,1543459970.32499,1543459971.35787,1543459971.35793
/home/pi/Music/mountedDirectory/1451596.wav,12.6740691036,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459971.47726,1543459978.19581,1543459978.22534,1543459978.22561,1543459978.27794,164,77030,64,2,1543459971.47727,1543459971.47729,1543459971.47746,1543459971.48061,1543459976.75481,1543459978.19573,1543459978.19579
/home/pi/Music/mountedDirectory/41126.wav,12.312972823,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459978.33259,1543459988.53824,1543459988.56669,1543459988.56695,1543459988.61962,177,119284,62,3,1543459978.3326,1543459978.33262,1543459978.33279,1543459978.33575,1543459986.73474,1543459988.53816,1543459988.53823
/home/pi/Music/mountedDirectory/5854396.wav,12.4255499309,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459988.68051,1543459992.10948,1543459992.12119,1543459992.12146,1543459992.17361,144,52368,64,1,1543459988.68052,1543459988.68054,1543459988.68072,1543459988.68368,1543459991.2673,1543459992.1094,1543459992.10946
/home/pi/Music/mountedDirectory/5280615.wav,12.6317160716,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459992.22244,1543459997.58159,1543459997.62807,1543459997.62834,1543459997.68408,159,77982,64,2,1543459992.22245,1543459992.22247,1543459992.22264,1543459992.22563,1543459996.10258,1543459997.58151,1543459997.58157
/home/pi/Music/mountedDirectory/3665441.wav,12.0465624962,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543459997.7378,1543460007.34422,1543460007.38371,1543460007.38398,1543460007.43683,155,69662,64,2,1543459997.73781,1543459997.73782,1543459997.738,1543459997.74117,1543460005.94361,1543460007.34414,1543460007.3442
/home/pi/Music/mountedDirectory/311544.wav,12.3781140965,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460007.487,1543460012.61174,1543460012.62121,1543460012.62137,1543460012.651,151,61294,63,1,1543460007.48701,1543460007.48703,1543460007.4872,1543460007.49046,1543460011.38699,1543460012.61168,1543460012.61173
/home/pi/Music/mountedDirectory/3286960.wav,12.4421757918,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460012.67786,1543460017.79094,1543460017.79447,1543460017.79471,1543460017.84831,157,71264,64,2,1543460012.67787,1543460012.67788,1543460012.67799,1543460012.68052,1543460016.98662,1543460017.79086,1543460017.79093
/home/pi/Music/mountedDirectory/2249033.wav,12.8760233335,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460017.90242,1543460024.31276,1543460024.32198,1543460024.32223,1543460024.37655,149,57814,64,1,1543460017.90243,1543460017.90245,1543460017.90262,1543460017.90553,1543460022.96416,1543460024.31268,1543460024.31274
/home/pi/Music/mountedDirectory/4501698.wav,12.0725637319,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460024.42872,1543460029.07323,1543460029.08749,1543460029.08775,1543460029.14155,156,76064,64,2,1543460024.42873,1543460024.42875,1543460024.42893,1543460024.43202,1543460027.92107,1543460029.07315,1543460029.07321
/home/pi/Music/mountedDirectory/2549292.wav,12.1737835163,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460029.19103,1543460035.23539,1543460035.25201,1543460035.25218,1543460035.28286,145,45010,64,1,1543460029.19104,1543460029.19106,1543460029.19123,1543460029.19421,1543460033.68557,1543460035.23533,1543460035.23537
/home/pi/Music/mountedDirectory/2458610.wav,12.185378434,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460035.326,1543460042.05482,1543460042.07282,1543460042.07308,1543460042.12649,162,81832,64,2,1543460035.32601,1543460035.32603,1543460035.3262,1543460035.32922,1543460040.55193,1543460042.05473,1543460042.0548
/home/pi/Music/mountedDirectory/2543542.wav,12.2695403777,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460042.17847,1543460050.01044,1543460050.03253,1543460050.03279,1543460050.08363,156,62622,64,1,1543460042.17848,1543460042.1785,1543460042.17867,1543460042.18174,1543460048.66015,1543460050.01035,1543460050.01042
/home/pi/Music/mountedDirectory/1838385.wav,11.7987031438,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460050.13102,1543460064.21665,1543460064.49584,1543460064.4961,1543460064.54439,175,118724,64,3,1543460050.13103,1543460050.13105,1543460050.13122,1543460050.13418,1543460060.84858,1543460064.21657,1543460064.21663
/home/pi/Music/mountedDirectory/3164472.wav,11.8185674689,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460064.59809,1543460070.46865,1543460070.47637,1543460070.47653,1543460070.50686,151,61016,64,1,1543460064.5981,1543460064.59811,1543460064.59828,1543460064.60203,1543460069.34565,1543460070.4686,1543460070.46864
/home/pi/Music/mountedDirectory/2071967.wav,12.3729578561,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460070.5535,1543460074.28942,1543460074.31346,1543460074.31372,1543460074.36528,146,44370,64,1,1543460070.55351,1543460070.55353,1543460070.5537,1543460070.55662,1543460073.03961,1543460074.28934,1543460074.2894
/home/pi/Music/mountedDirectory/5166483.wav,12.7070216218,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460074.41103,1543460081.05164,1543460081.06253,1543460081.0627,1543460081.09756,162,74470,64,2,1543460074.41104,1543460074.41106,1543460074.41124,1543460074.4143,1543460079.71238,1543460081.05159,1543460081.05163
/home/pi/Music/mountedDirectory/4197746.wav,12.5479250151,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460081.15096,1543460087.07801,1543460087.109,1543460087.10926,1543460087.16377,159,76066,64,2,1543460081.15097,1543460081.15099,1543460081.15117,1543460081.15418,1543460085.55236,1543460087.07793,1543460087.07799
/home/pi/Music/mountedDirectory/3287238.wav,12.9002152974,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460087.21626,1543460095.06231,1543460095.07246,1543460095.07263,1543460095.1026,165,72230,64,2,1543460087.21627,1543460087.21629,1543460087.21646,1543460087.21954,1543460093.80778,1543460095.06225,1543460095.06229
/home/pi/Music/mountedDirectory/4665927.wav,12.0629875426,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460095.13266,1543460102.08441,1543460102.16026,1543460102.16053,1543460102.21271,156,60378,64,1,1543460095.13266,1543460095.13267,1543460095.13279,1543460095.13479,1543460100.07914,1543460102.08433,1543460102.08439
/home/pi/Music/mountedDirectory/5132207.wav,12.5262911716,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460102.25924,1543460108.74595,1543460108.76558,1543460108.76584,1543460108.82057,156,71266,64,2,1543460102.25925,1543460102.25926,1543460102.25944,1543460102.26271,1543460107.70786,1543460108.74587,1543460108.74593
/home/pi/Music/mountedDirectory/2034087.wav,12.7897841634,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460108.872,1543460117.48604,1543460117.5218,1543460117.52206,1543460117.57726,174,93040,64,2,1543460108.87201,1543460108.87203,1543460108.87221,1543460108.87522,1543460115.77894,1543460117.48596,1543460117.48602
/home/pi/Music/mountedDirectory/1638285.wav,13.3204891089,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460117.63511,1543460134.57229,1543460134.78213,1543460134.78239,1543460134.83709,200,145864,64,4,1543460117.63512,1543460117.63514,1543460117.63531,1543460117.63838,1543460130.74371,1543460134.57221,1543460134.57227
/home/pi/Music/mountedDirectory/2007516.wav,12.3385116247,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460134.91336,1543460141.73348,1543460141.74821,1543460141.74847,1543460141.80094,154,64220,64,2,1543460134.91337,1543460134.91339,1543460134.91357,1543460134.91695,1543460140.22524,1543460141.7334,1543460141.73346
/home/pi/Music/mountedDirectory/2406071.wav,12.6513899262,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460141.85042,1543460146.27649,1543460146.32502,1543460146.32528,1543460146.3786,144,45010,64,1,1543460141.85043,1543460141.85045,1543460141.85062,1543460141.85355,1543460144.95761,1543460146.27641,1543460146.27647
/home/pi/Music/mountedDirectory/71724.wav,12.9915006418,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460146.42531,1543460152.17727,1543460152.1922,1543460152.19246,1543460152.24426,162,73852,62,2,1543460146.42532,1543460146.42534,1543460146.42551,1543460146.42852,1543460150.79689,1543460152.17719,1543460152.17725
/home/pi/Music/mountedDirectory/2540853.wav,12.311151105,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460152.29809,1543460160.27852,1543460160.32001,1543460160.32028,1543460160.37131,161,80226,64,2,1543460152.2981,1543460152.29812,1543460152.29829,1543460152.30136,1543460158.5364,1543460160.27844,1543460160.2785
/home/pi/Music/mountedDirectory/2957007.wav,12.1100283858,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460160.4238,1543460167.20813,1543460167.22364,1543460167.2239,1543460167.27617,151,74458,64,2,1543460160.42381,1543460160.42383,1543460160.424,1543460160.42704,1543460165.59546,1543460167.20805,1543460167.20811
/home/pi/Music/mountedDirectory/1025417.wav,13.141855959,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460167.32655,1543460175.53809,1543460175.55819,1543460175.55836,1543460175.6044,183,118698,64,3,1543460167.32656,1543460167.32658,1543460167.32676,1543460167.32992,1543460173.48358,1543460175.53802,1543460175.53807
/home/pi/Music/mountedDirectory/5389647.wav,12.4839265894,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460175.6675,1543460183.46412,1543460183.47384,1543460183.47409,1543460183.52744,165,92074,64,2,1543460175.66751,1543460175.66753,1543460175.6677,1543460175.6709,1543460181.92847,1543460183.46404,1543460183.4641
/home/pi/Music/mountedDirectory/2380403.wav,12.8593001921,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460183.58299,1543460192.46084,1543460192.50113,1543460192.5014,1543460192.55212,161,78626,64,2,1543460183.583,1543460183.58302,1543460183.58319,1543460183.58613,1543460190.31063,1543460192.46076,1543460192.46082
/home/pi/Music/mountedDirectory/2548266.wav,12.1649667815,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460192.6058,1543460198.71241,1543460198.74523,1543460198.7455,1543460198.80126,148,45014,64,1,1543460192.60581,1543460192.60583,1543460192.606,1543460192.60908,1543460197.34257,1543460198.71233,1543460198.71239
/home/pi/Music/mountedDirectory/1954611.wav,12.5449137343,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460198.84694,1543460206.66372,1543460206.71426,1543460206.71452,1543460206.76678,159,73824,64,2,1543460198.84695,1543460198.84697,1543460198.84715,1543460198.8504,1543460204.96605,1543460206.66364,1543460206.6637
/home/pi/Music/mountedDirectory/2643353.wav,11.9539619191,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460206.82398,1543460214.04435,1543460214.17419,1543460214.17445,1543460214.22758,157,64222,64,2,1543460206.82399,1543460206.82401,1543460206.82419,1543460206.82729,1543460212.22018,1543460214.04427,1543460214.04433
/home/pi/Music/mountedDirectory/2455041.wav,12.2857695351,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460214.27512,1543460220.34537,1543460220.37021,1543460220.37047,1543460220.42305,168,83434,64,2,1543460214.27513,1543460214.27514,1543460214.27532,1543460214.2785,1543460218.74499,1543460220.34529,1543460220.34535
/home/pi/Music/mountedDirectory/2642287.wav,12.137462021,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460220.47528,1543460227.12411,1543460227.13587,1543460227.13613,1543460227.18814,160,73184,64,2,1543460220.47529,1543460220.47531,1543460220.47548,1543460220.47847,1543460225.32444,1543460227.12403,1543460227.12409
/home/pi/Music/mountedDirectory/5828895.wav,11.3077131716,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460227.24065,1543460229.40626,1543460229.41092,1543460229.41117,1543460229.46885,139,34446,64,1,1543460227.24066,1543460227.24068,1543460227.24086,1543460227.24377,1543460228.47407,1543460229.40618,1543460229.40624
/home/pi/Music/mountedDirectory/3360581.wav,12.3281190497,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460229.51076,1543460237.01586,1543460237.15415,1543460237.15442,1543460237.20785,144,51410,64,1,1543460229.51077,1543460229.51079,1543460229.51096,1543460229.51391,1543460235.19759,1543460237.01578,1543460237.01584
/home/pi/Music/mountedDirectory/3737253.wav,12.4664939153,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460237.25282,1543460245.45233,1543460245.4795,1543460245.47981,1543460245.53172,163,79270,64,2,1543460237.25283,1543460237.25284,1543460237.25302,1543460237.25634,1543460242.84797,1543460245.45224,1543460245.45231
/home/pi/Music/mountedDirectory/681149.wav,11.8133559961,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460245.58968,1543460254.87333,1543460254.88557,1543460254.88583,1543460254.94195,164,89188,63,2,1543460245.58969,1543460245.58971,1543460245.59003,1543460245.59304,1543460252.81806,1543460254.87325,1543460254.87331
/home/pi/Music/mountedDirectory/5916872.wav,12.1764502038,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460254.99339,1543460260.47774,1543460260.48634,1543460260.48659,1543460260.54082,150,53658,64,1,1543460254.9934,1543460254.99342,1543460254.99359,1543460254.99668,1543460259.23446,1543460260.47766,1543460260.47773
/home/pi/Music/mountedDirectory/3164395.wav,12.6585418581,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460260.5891,1543460267.96243,1543460267.96989,1543460267.97006,1543460268.00592,161,73184,64,2,1543460260.58912,1543460260.58913,1543460260.5893,1543460260.59236,1543460266.23889,1543460267.96237,1543460267.96242
/home/pi/Music/mountedDirectory/4013613.wav,12.5532031391,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460268.06135,1543460276.843,1543460276.90813,1543460276.9084,1543460276.96316,161,84070,64,2,1543460268.06136,1543460268.06138,1543460268.06156,1543460268.06454,1543460274.18165,1543460276.84292,1543460276.84298
/home/pi/Music/mountedDirectory/2643477.wav,12.4566988735,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460277.0184,1543460283.52869,1543460283.54353,1543460283.5438,1543460283.59754,156,65822,64,2,1543460277.01841,1543460277.01842,1543460277.0186,1543460277.02218,1543460282.16167,1543460283.52861,1543460283.52867
/home/pi/Music/mountedDirectory/3821100.wav,12.4744997899,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460283.64826,1543460287.18706,1543460287.20599,1543460287.20625,1543460287.25728,145,44368,64,1,1543460283.64828,1543460283.64829,1543460283.64848,1543460283.65162,1543460286.27812,1543460287.18698,1543460287.18704
/home/pi/Music/mountedDirectory/6003894.wav,12.4050291348,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460287.30365,1543460294.60755,1543460294.63254,1543460294.6328,1543460294.68362,152,76060,64,2,1543460287.30366,1543460287.30368,1543460287.30386,1543460287.30682,1543460293.18594,1543460294.60747,1543460294.60753
/home/pi/Music/mountedDirectory/1841441.wav,12.9642258901,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460294.73623,1543460301.06261,1543460301.12356,1543460301.12383,1543460301.17417,149,57816,64,1,1543460294.73624,1543460294.73626,1543460294.73644,1543460294.7395,1543460299.52477,1543460301.06252,1543460301.06259
/home/pi/Music/mountedDirectory/2663222.wav,12.134372482,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460301.22706,1543460309.8528,1543460309.87127,1543460309.87153,1543460309.92504,161,72226,64,2,1543460301.22707,1543460301.22709,1543460301.22727,1543460301.23063,1543460308.87569,1543460309.85272,1543460309.85278
/home/pi/Music/mountedDirectory/4667124.wav,12.1044637112,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460309.9775,1543460315.16705,1543460315.18093,1543460315.1812,1543460315.23413,148,55256,64,1,1543460309.97751,1543460309.97753,1543460309.97771,1543460309.98094,1543460313.65987,1543460315.16697,1543460315.16703
/home/pi/Music/mountedDirectory/5576354.wav,12.0231189597,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460315.27953,1543460318.38578,1543460318.40117,1543460318.40143,1543460318.45291,142,50448,64,1,1543460315.27954,1543460315.27956,1543460315.27993,1543460315.28285,1543460317.40378,1543460318.3857,1543460318.38576
/home/pi/Music/mountedDirectory/5675605.wav,12.2767590082,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460318.4993,1543460327.24337,1543460327.30941,1543460327.30968,1543460327.36299,160,74468,64,2,1543460318.49931,1543460318.49933,1543460318.49951,1543460318.50265,1543460324.87125,1543460327.24329,1543460327.24335
/home/pi/Music/mountedDirectory/2237347.wav,13.2000962162,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460327.41572,1543460332.10759,1543460332.15089,1543460332.15116,1543460332.20073,144,49788,64,1,1543460327.41573,1543460327.41574,1543460327.41592,1543460327.41902,1543460330.36749,1543460332.10751,1543460332.10757
/home/pi/Music/mountedDirectory/1028365.wav,13.1147950844,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460332.2512,1543460338.84623,1543460338.88433,1543460338.88459,1543460338.93576,154,73824,64,2,1543460332.25121,1543460332.25123,1543460332.2514,1543460332.25447,1543460337.1688,1543460338.84615,1543460338.84621
/home/pi/Music/mountedDirectory/1868038.wav,13.0734130168,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460338.99342,1543460343.57696,1543460343.63851,1543460343.63878,1543460343.69059,148,59416,64,1,1543460338.99343,1543460338.99344,1543460338.99362,1543460338.99696,1543460342.34211,1543460343.57687,1543460343.57693
/home/pi/Music/mountedDirectory/4015340.wav,12.4326876459,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460343.74274,1543460350.92599,1543460350.95585,1543460350.95612,1543460351.00955,168,85992,64,2,1543460343.74275,1543460343.74277,1543460343.74295,1543460343.74609,1543460349.03205,1543460350.92591,1543460350.92597
/home/pi/Music/mountedDirectory/2642120.wav,12.6391944677,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460351.06403,1543460357.46807,1543460357.48079,1543460357.48105,1543460357.53073,161,78962,64,2,1543460351.06404,1543460351.06406,1543460351.06424,1543460351.06725,1543460355.42218,1543460357.46799,1543460357.46806
/home/pi/Music/mountedDirectory/2261160.wav,13.1107756265,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460357.58596,1543460361.65698,1543460361.66509,1543460361.66534,1543460361.71965,142,46586,64,1,1543460357.58597,1543460357.58599,1543460357.58617,1543460357.58917,1543460360.70081,1543460361.6569,1543460361.65696
/home/pi/Music/mountedDirectory/4011765.wav,12.3125505319,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460361.76955,1543460367.9287,1543460367.99851,1543460367.99877,1543460368.05107,163,66470,64,2,1543460361.76956,1543460361.76958,1543460361.76986,1543460361.77275,1543460366.32255,1543460367.92862,1543460367.92868
/home/pi/Music/mountedDirectory/4351276.wav,12.599946752,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460368.10113,1543460371.9234,1543460371.9272,1543460371.92746,1543460371.97875,149,57172,64,1,1543460368.10114,1543460368.10116,1543460368.10133,1543460368.10453,1543460370.88986,1543460371.92332,1543460371.92338
/home/pi/Music/mountedDirectory/3392580.wav,12.197956801,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460372.03144,1543460379.13828,1543460379.14379,1543460379.14405,1543460379.20081,162,69670,64,2,1543460372.03145,1543460372.03147,1543460372.03164,1543460372.03458,1543460378.0884,1543460379.1382,1543460379.13826
/home/pi/Music/mountedDirectory/1029294.wav,13.3772550797,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460379.2516,1543460389.42162,1543460389.53009,1543460389.53027,1543460389.56081,184,121848,64,3,1543460379.25161,1543460379.25162,1543460379.2518,1543460379.25467,1543460387.00883,1543460389.42154,1543460389.4216
/home/pi/Music/mountedDirectory/4494061.wav,11.8455297384,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460389.59932,1543460395.46651,1543460395.47197,1543460395.47222,1543460395.52623,156,73180,64,2,1543460389.59932,1543460389.59933,1543460389.59945,1543460389.60176,1543460394.26233,1543460395.46643,1543460395.46649
/home/pi/Music/mountedDirectory/2248355.wav,12.9299489053,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460395.57438,1543460401.7682,1543460401.86348,1543460401.86374,1543460401.91531,143,49808,64,1,1543460395.57439,1543460395.57441,1543460395.57459,1543460395.57755,1543460400.33097,1543460401.76812,1543460401.76818
/home/pi/Music/mountedDirectory/1024730.wav,13.1978672608,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460401.96508,1543460408.49024,1543460408.56255,1543460408.56281,1543460408.61742,156,67422,64,2,1543460401.96509,1543460401.96511,1543460401.96529,1543460401.96858,1543460407.06987,1543460408.49016,1543460408.49022
/home/pi/Music/mountedDirectory/2965353.wav,12.4164318943,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460408.67554,1543460414.47924,1543460414.51264,1543460414.51291,1543460414.56805,156,61022,64,1,1543460408.67555,1543460408.67556,1543460408.67574,1543460408.67888,1543460413.05778,1543460414.47915,1543460414.47921
/home/pi/Music/mountedDirectory/4494894.wav,12.6366702121,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460414.61587,1543460419.09002,1543460419.09277,1543460419.09301,1543460419.15151,143,58456,64,1,1543460414.61588,1543460414.6159,1543460414.61608,1543460414.61906,1543460418.06616,1543460419.08994,1543460419.09
/home/pi/Music/mountedDirectory/5767615.wav,12.5129186143,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460419.20138,1543460424.71445,1543460424.74609,1543460424.74636,1543460424.79867,157,65180,64,2,1543460419.2014,1543460419.20142,1543460419.20159,1543460419.20453,1543460423.39732,1543460424.71437,1543460424.71443
/home/pi/Music/mountedDirectory/3185497.wav,12.7729245847,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460424.85005,1543460438.72824,1543460438.80294,1543460438.80321,1543460438.85361,202,147468,64,4,1543460424.85006,1543460424.85008,1543460424.85026,1543460424.85324,1543460435.39326,1543460438.72816,1543460438.72822
/home/pi/Music/mountedDirectory/3436755.wav,12.762411514,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460438.92405,1543460445.51901,1543460445.55183,1543460445.5521,1543460445.60394,153,61014,64,1,1543460438.92406,1543460438.92407,1543460438.92425,1543460438.92748,1543460443.82074,1543460445.51893,1543460445.51899
/home/pi/Music/mountedDirectory/2538524.wav,13.1282050065,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460445.65411,1543460454.10885,1543460454.13025,1543460454.13051,1543460454.18344,169,96876,64,3,1543460445.65412,1543460445.65414,1543460445.65432,1543460445.65742,1543460452.23943,1543460454.10876,1543460454.10883
/home/pi/Music/mountedDirectory/3089557.wav,12.9234840216,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460454.24609,1543460464.42766,1543460464.46966,1543460464.47006,1543460464.52605,165,82472,64,2,1543460454.2461,1543460454.24612,1543460454.2463,1543460454.24935,1543460462.73504,1543460464.42757,1543460464.42764
/home/pi/Music/mountedDirectory/302582.wav,12.2563207826,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460464.58259,1543460468.84612,1543460468.85342,1543460468.85368,1543460468.90536,148,53050,63,1,1543460464.5826,1543460464.58261,1543460464.58279,1543460464.58589,1543460467.78364,1543460468.84604,1543460468.8461
/home/pi/Music/mountedDirectory/1570740.wav,12.8463116767,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460468.95224,1543460472.45348,1543460472.4592,1543460472.45945,1543460472.51169,152,55260,64,1,1543460468.95225,1543460468.95227,1543460468.95245,1543460468.95534,1543460471.54423,1543460472.4534,1543460472.45346
/home/pi/Music/mountedDirectory/5904696.wav,12.6103404403,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460472.56187,1543460482.99495,1543460483.02971,1543460483.03004,1543460483.08106,186,116092,64,3,1543460472.56188,1543460472.5619,1543460472.56208,1543460472.56496,1543460481.11433,1543460482.99487,1543460482.99493
/home/pi/Music/mountedDirectory/2264170.wav,12.3573647673,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460483.14108,1543460487.80782,1543460487.81602,1543460487.81627,1543460487.86695,156,65822,64,2,1543460483.14109,1543460483.14111,1543460483.14128,1543460483.14432,1543460486.65679,1543460487.80773,1543460487.8078
/home/pi/Music/mountedDirectory/1830388.wav,13.0907151185,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460487.91952,1543460499.26311,1543460499.31941,1543460499.31968,1543460499.37215,172,94638,64,2,1543460487.91953,1543460487.91955,1543460487.91991,1543460487.92281,1543460496.78373,1543460499.26302,1543460499.26309
/home/pi/Music/mountedDirectory/305940.wav,12.3909503924,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460499.43806,1543460505.90046,1543460505.9366,1543460505.93687,1543460505.98918,149,49178,63,1,1543460499.43807,1543460499.43809,1543460499.43826,1543460499.44155,1543460504.49623,1543460505.90038,1543460505.90044
/home/pi/Music/mountedDirectory/58872.wav,12.5136205324,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460506.03707,1543460512.70786,1543460512.74833,1543460512.74859,1543460512.80045,151,69058,62,2,1543460506.03708,1543460506.0371,1543460506.03728,1543460506.04054,1543460511.24433,1543460512.70778,1543460512.70784
/home/pi/Music/mountedDirectory/3871308.wav,11.975608634,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543460512.85524,1543460519.64182,1543460519.6586,1543460519.65886,1543460519.71122,164,76072,64,2,1543460512.85525,1543460512.85527,1543460512.85544,1543460512.85846,1543460518.24751,1543460519.64174,1543460519.6418
