,filename,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
2867,3552661.wav,22.215,342.0,364.21500000000003,2018-12-27 02:48:38.635785,2018-12-27 02:48:38.658000,2018-12-27 02:48:39.000000,why are you asking me about tom
2868,3553374.wav,22.606,348.0,370.606,2018-12-27 02:32:58.629394,2018-12-27 02:32:58.652000,2018-12-27 02:32:59.000000,has the climate changed
2869,3553385.wav,27.477999999999998,1211.0,1238.478,2018-12-26 23:29:02.761522,2018-12-26 23:29:02.789000,2018-12-26 23:29:04.000000,my favorite subject in high school were geometry and history
2870,3562466.wav,33.236000000000004,1073.0,1106.236,2018-12-27 02:55:48.893764,2018-12-27 02:55:48.927000,2018-12-27 02:55:50.000000,you could say that she loves me
2871,3563958.wav,25.275,312.0,337.275,2018-12-26 23:51:25.662725,2018-12-26 23:51:25.688000,2018-12-26 23:51:26.000000,that's what i did
2872,3573721.wav,22.82,785.0,807.8199999999999,2018-12-27 05:06:39.192180,2018-12-27 05:06:39.215000,2018-12-27 05:06:40.000000,did i mess up again
2873,3573763.wav,21.575,627.0,648.575,2018-12-27 06:26:52.351425,2018-12-27 06:26:52.373000,2018-12-27 06:26:53.000000,i thought that tom was married
2874,3573765.wav,20.507,197.0,217.507,2018-12-27 07:15:22.782493,2018-12-27 07:15:22.803000,2018-12-27 07:15:23.000000,you've made sure position clear
2875,3573771.wav,36.656,666.0,702.656,2018-12-27 03:51:57.297344,2018-12-27 03:51:57.334000,2018-12-27 03:51:58.000000,i thought that was canadian
2876,3574360.wav,20.513,97.0,117.513,2018-12-27 06:30:22.882487,2018-12-27 06:30:22.903000,2018-12-27 06:30:23.000000,what are you guys talking about
2877,3575365.wav,19.986,578.0,597.986,2018-12-27 01:10:34.402014,2018-12-27 01:10:34.422000,2018-12-27 01:10:35.000000,hey shouldn't you be at work
2878,3575418.wav,24.187,151.0,175.187,2018-12-27 03:46:05.824813,2018-12-27 03:46:05.849000,2018-12-27 03:46:06.000000,hey don't turn your back on me
2879,3575474.wav,21.256,694.0,715.256,2018-12-27 02:44:07.284744,2018-12-27 02:44:07.306000,2018-12-27 02:44:08.000000,hey look what i'm doing
2880,35775.wav,44.719,933.0,977.719,2018-12-27 01:15:59.022281,2018-12-27 01:15:59.067000,2018-12-27 01:16:00.000000,it's my dream to win a nobel prize
2881,3583366.wav,22.226,83.0,105.226,2018-12-27 00:29:22.894774,2018-12-27 00:29:22.917000,2018-12-27 00:29:23.000000,does australia have four seasons
2882,3587370.wav,20.372999999999998,972.0,992.3729999999999,2018-12-27 00:13:45.007627,2018-12-27 00:13:45.028000,2018-12-27 00:13:46.000000,we've known each other since we were kids
2883,3588459.wav,29.041,635.0,664.0409999999999,2018-12-26 23:08:19.335959,2018-12-26 23:08:19.365000,2018-12-26 23:08:20.000000,i wish i had marriage or sister instead of you
2884,3590467.wav,23.625,710.0,733.625,2018-12-26 23:14:32.266375,2018-12-26 23:14:32.290000,2018-12-26 23:14:33.000000,do you need a license to use an electric wheelchair
2885,3591113.wav,20.168,438.0,458.168,2018-12-27 04:00:24.541832,2018-12-27 04:00:24.562000,2018-12-27 04:00:25.000000,that sounds like a train
2886,3591342.wav,25.203,755.0,780.203,2018-12-26 22:32:09.219797,2018-12-26 22:32:09.245000,2018-12-26 22:32:10.000000,that's what i'm asking you to do
2887,3591347.wav,30.913,82.0,112.913,2018-12-27 06:59:37.887087,2018-12-27 06:59:37.918000,2018-12-27 06:59:38.000000,that's the last thing you want
2888,3591684.wav,21.391000000000002,980.0,1001.391,2018-12-26 22:14:14.998609,2018-12-26 22:14:15.020000,2018-12-26 22:14:16.000000,that's how i feel right now
2889,3591726.wav,36.8,491.0,527.8000000000001,2018-12-27 04:26:24.472200,2018-12-27 04:26:24.509000,2018-12-27 04:26:25.000000,that's how i injured my ankle
2890,3592195.wav,21.232,711.0,732.232,2018-12-26 23:01:28.267768,2018-12-26 23:01:28.289000,2018-12-26 23:01:29.000000,how do you spend your time
2891,3592913.wav,22.951,305.0,327.95099999999996,2018-12-27 06:53:35.672049,2018-12-27 06:53:35.695000,2018-12-27 06:53:36.000000,calm looks like a cowboy
2892,3594655.wav,20.471,931.0,951.471,2018-12-27 05:23:40.048529,2018-12-27 05:23:40.069000,2018-12-27 05:23:41.000000,i want you to take me back to boston
2893,3594728.wav,21.848,680.0,701.8480000000001,2018-12-27 03:12:20.298152,2018-12-27 03:12:20.320000,2018-12-27 03:12:21.000000,i want to know what causes blood type is
2894,3596776.wav,32.64,929.0,961.6400000000001,2018-12-27 07:02:25.038360,2018-12-27 07:02:25.071000,2018-12-27 07:02:26.000000,i'd like to thank you all for coming
2895,3597418.wav,18.606,1046.0,1064.606,2018-12-27 06:06:47.935394,2018-12-27 06:06:47.954000,2018-12-27 06:06:49.000000,we depend on each other
2896,3600627.wav,23.485,1036.0,1059.485,2018-12-27 03:55:27.940515,2018-12-27 03:55:27.964000,2018-12-27 03:55:29.000000,what should do is up to you
2897,36027.wav,23.104,399.0,422.104,2018-12-27 06:10:05.577896,2018-12-27 06:10:05.601000,2018-12-27 06:10:06.000000,i have no excuse
2898,3605212.wav,23.863,895.0,918.8629999999999,2018-12-27 05:57:27.081137,2018-12-27 05:57:27.105000,2018-12-27 05:57:28.000000,i shouldn't have believed tom
2899,3605387.wav,22.442,980.0,1002.442,2018-12-27 03:06:55.997558,2018-12-27 03:06:56.020000,2018-12-27 03:06:57.000000,this is a spoon
2900,361581.wav,23.602,600.0,623.602,2018-12-27 00:43:04.376398,2018-12-27 00:43:04.400000,2018-12-27 00:43:05.000000,it was so cold my ears hurt
2901,3618475.wav,31.323999999999998,771.0,802.3240000000001,2018-12-26 22:28:53.197676,2018-12-26 22:28:53.229000,2018-12-26 22:28:54.000000,i'm not sure i can be there by two thirty
2902,3618510.wav,34.022999999999996,939.0,973.023,2018-12-27 01:41:17.026977,2018-12-27 01:41:17.061000,2018-12-27 01:41:18.000000,this is a very exclusive club
2903,3618538.wav,24.119999999999997,140.0,164.11999999999998,2018-12-27 04:32:30.835880,2018-12-27 04:32:30.860000,2018-12-27 04:32:31.000000,i intend to find out what happened
2904,3618644.wav,21.86,450.0,471.86,2018-12-27 03:03:49.528140,2018-12-27 03:03:49.550000,2018-12-27 03:03:50.000000,i'm going to count to three
2905,3618715.wav,29.846999999999998,363.0,392.847,2018-12-27 03:59:52.607153,2018-12-27 03:59:52.637000,2018-12-27 03:59:53.000000,tom shares his soup with me
2906,3618734.wav,35.921,614.0,649.9209999999999,2018-12-26 22:56:03.350079,2018-12-26 22:56:03.386000,2018-12-26 22:56:04.000000,tom isn't going to listen to me
2907,3618793.wav,22.663,832.0,854.6629999999999,2018-12-27 05:08:55.145337,2018-12-27 05:08:55.168000,2018-12-27 05:08:56.000000,i think we better get to haul
2908,3618990.wav,26.598,659.0,685.5980000000001,2018-12-27 02:32:46.314402,2018-12-27 02:32:46.341000,2018-12-27 02:32:47.000000,i don't think you did this by yourself
2909,3619049.wav,23.363,551.0,574.3629999999999,2018-12-26 22:40:58.425637,2018-12-26 22:40:58.449000,2018-12-26 22:40:59.000000,tom was absent from the meeting
2910,3619232.wav,19.279,747.0,766.279,2018-12-27 04:37:49.233721,2018-12-27 04:37:49.253000,2018-12-27 04:37:50.000000,i'm not going to boston with tom
2911,3619384.wav,28.171000000000003,279.0,307.17100000000005,2018-12-27 06:12:32.692829,2018-12-27 06:12:32.721000,2018-12-27 06:12:33.000000,i'm sorry if i spoke out of turn
2912,3619598.wav,21.163999999999998,911.0,932.164,2018-12-27 05:10:58.067836,2018-12-27 05:10:58.089000,2018-12-27 05:10:59.000000,i don't know what kind of car it was
2913,3619672.wav,21.312,75.0,96.312,2018-12-27 02:46:32.903688,2018-12-27 02:46:32.925000,2018-12-27 02:46:33.000000,i really need to focus on this
2914,3619690.wav,19.498,613.0,632.498,2018-12-27 05:53:00.367502,2018-12-27 05:53:00.387000,2018-12-27 05:53:01.000000,i assume you don't want this
2915,3619945.wav,24.114,397.0,421.114,2018-12-27 03:40:32.578886,2018-12-27 03:40:32.603000,2018-12-27 03:40:33.000000,i'm going to risk it
2916,3620092.wav,23.227999999999998,264.0,287.228,2018-12-27 02:38:54.712772,2018-12-27 02:38:54.736000,2018-12-27 02:38:55.000000,i'm sorry i can't be of more help to you
2917,3620210.wav,19.383999999999997,770.0,789.384,2018-12-27 04:45:22.210616,2018-12-27 04:45:22.230000,2018-12-27 04:45:23.000000,i don't think we should go outside today
2918,3620227.wav,23.025,732.0,755.025,2018-12-27 05:27:21.244975,2018-12-27 05:27:21.268000,2018-12-27 05:27:22.000000,it's a pity time isn't with us today
2919,3620247.wav,24.414,538.0,562.414,2018-12-27 06:31:17.437586,2018-12-27 06:31:17.462000,2018-12-27 06:31:18.000000,i don't know how much longer i can stay
2920,3620266.wav,68.517,988.0,1056.5169999999998,2018-12-27 04:43:48.943483,2018-12-27 04:43:49.012000,2018-12-27 04:43:50.000000,tom is going to have to start saving money
2921,3620326.wav,26.3,606.0,632.3,2018-12-26 22:30:58.367700,2018-12-26 22:30:58.394000,2018-12-26 22:30:59.000000,tom made up his mind to mary mary
2922,3620465.wav,27.884,453.0,480.88399999999996,2018-12-27 01:42:49.519116,2018-12-27 01:42:49.547000,2018-12-27 01:42:50.000000,you don't have any kids do you
2923,3622862.wav,21.595,871.0,892.595,2018-12-26 23:34:32.107405,2018-12-26 23:34:32.129000,2018-12-26 23:34:33.000000,tom lives in a wealthy neighborhood
2924,3634817.wav,28.958000000000002,772.0,800.958,2018-12-27 02:35:08.199042,2018-12-27 02:35:08.228000,2018-12-27 02:35:09.000000,we were all surprised that tom want the race
2925,3635844.wav,93.14699999999999,78.0,171.147,2018-12-27 01:59:03.828853,2018-12-27 01:59:03.922000,2018-12-27 01:59:04.000000,let me show you around
2926,3635871.wav,21.73,465.0,486.73,2018-12-27 01:09:13.513270,2018-12-27 01:09:13.535000,2018-12-27 01:09:14.000000,it really bugged me
2927,3635933.wav,26.224,179.0,205.224,2018-12-27 05:10:16.794776,2018-12-27 05:10:16.821000,2018-12-27 05:10:17.000000,we've discussed this before
2928,3635948.wav,25.678,759.0,784.678,2018-12-27 05:10:21.215322,2018-12-27 05:10:21.241000,2018-12-27 05:10:22.000000,kind of private
2929,3635982.wav,22.116,428.0,450.11600000000004,2018-12-27 04:19:29.549884,2018-12-27 04:19:29.572000,2018-12-27 04:19:30.000000,tom waits to the park with his dog
2930,3636059.wav,34.993,432.0,466.993,2018-12-27 00:16:10.533007,2018-12-27 00:16:10.568000,2018-12-27 00:16:11.000000,make your own decision
2931,3636069.wav,25.144,251.0,276.144,2018-12-26 22:32:40.723856,2018-12-26 22:32:40.749000,2018-12-26 22:32:41.000000,another day has begun
2932,3636078.wav,23.787,609.0,632.787,2018-12-27 06:01:17.367213,2018-12-27 06:01:17.391000,2018-12-27 06:01:18.000000,maybe i should go
2933,3636132.wav,35.418,532.0,567.418,2018-12-27 04:35:51.432582,2018-12-27 04:35:51.468000,2018-12-27 04:35:52.000000,let me deal with us
2934,3636144.wav,20.448,474.0,494.448,2018-12-26 23:18:19.505552,2018-12-26 23:18:19.526000,2018-12-26 23:18:20.000000,look it's hopeless
2935,3636188.wav,21.049,967.0,988.049,2018-12-26 22:54:14.011951,2018-12-26 22:54:14.033000,2018-12-26 22:54:15.000000,okay i think i got it
2936,3636310.wav,24.330000000000002,958.0,982.33,2018-12-27 02:13:08.017670,2018-12-27 02:13:08.042000,2018-12-27 02:13:09.000000,how was choir practice
2937,3636449.wav,26.302,258.0,284.302,2018-12-26 22:12:47.715698,2018-12-26 22:12:47.742000,2018-12-26 22:12:48.000000,what am i looking at
2938,3651767.wav,25.006,738.0,763.006,2018-12-27 01:16:22.236994,2018-12-27 01:16:22.262000,2018-12-27 01:16:23.000000,how much does this watch cost
2939,3655935.wav,21.274,423.0,444.274,2018-12-26 23:27:31.555726,2018-12-26 23:27:31.577000,2018-12-26 23:27:32.000000,may i turn off the light
2940,3665441.wav,74.687,778.0,852.687,2018-12-27 02:23:16.147313,2018-12-27 02:23:16.222000,2018-12-27 02:23:17.000000,don't make me say it twice
2941,3669337.wav,23.256,527.0,550.256,2018-12-26 22:05:01.449744,2018-12-26 22:05:01.473000,2018-12-26 22:05:02.000000,tom was a present for his son
2942,3669984.wav,23.148,511.0,534.1479999999999,2018-12-27 05:38:50.465852,2018-12-27 05:38:50.489000,2018-12-27 05:38:51.000000,let me do that for you
2943,3672928.wav,21.779,710.0,731.779,2018-12-27 03:08:18.268221,2018-12-27 03:08:18.290000,2018-12-27 03:08:19.000000,thomas taller and stronger than barry
2944,3672933.wav,22.259999999999998,531.0,553.26,2018-12-27 01:36:17.446740,2018-12-27 01:36:17.469000,2018-12-27 01:36:18.000000,did i do something stupid
2945,3675095.wav,24.555,505.0,529.555,2018-12-27 05:05:49.470445,2018-12-27 05:05:49.495000,2018-12-27 05:05:50.000000,you need to write more neatly
2946,3675606.wav,23.143,941.0,964.143,2018-12-27 05:22:14.035857,2018-12-27 05:22:14.059000,2018-12-27 05:22:15.000000,may i sleep on your couch tonight
2947,3676611.wav,24.561,114.0,138.56099999999998,2018-12-27 05:43:57.861439,2018-12-27 05:43:57.886000,2018-12-27 05:43:58.000000,why doesn't your dog where a muscle
2948,3678094.wav,25.617,333.0,358.617,2018-12-26 22:30:43.641383,2018-12-26 22:30:43.667000,2018-12-26 22:30:44.000000,i like boston a lot
2949,3680858.wav,21.416999999999998,870.0,891.417,2018-12-26 23:17:17.108583,2018-12-26 23:17:17.130000,2018-12-26 23:17:18.000000,have you already have breakfast
2950,3685301.wav,19.45,111.0,130.45000000000002,2018-12-27 07:08:02.869550,2018-12-27 07:08:02.889000,2018-12-27 07:08:03.000000,i think i can sing fairly well
2951,3687406.wav,23.523,521.0,544.523,2018-12-27 05:12:50.455477,2018-12-27 05:12:50.479000,2018-12-27 05:12:51.000000,what makes you so sure tom was the one who stole your bicycle
2952,3691374.wav,24.871000000000002,930.0,954.871,2018-12-26 22:35:43.045129,2018-12-26 22:35:43.070000,2018-12-26 22:35:44.000000,did you bring it home
2953,36959.wav,24.941000000000003,267.0,291.94100000000003,2018-12-26 23:42:36.708059,2018-12-26 23:42:36.733000,2018-12-26 23:42:37.000000,how about going for a drive
2954,370728.wav,24.025000000000002,588.0,612.0250000000001,2018-12-27 00:51:53.387975,2018-12-27 00:51:53.412000,2018-12-27 00:51:54.000000,how many pets do you have
2955,3707714.wav,22.961,660.0,682.961,2018-12-27 04:20:16.317039,2018-12-27 04:20:16.340000,2018-12-27 04:20:17.000000,none of us can speak french
2956,37135.wav,23.624,861.0,884.6239999999999,2018-12-26 22:13:09.115376,2018-12-26 22:13:09.139000,2018-12-26 22:13:10.000000,tom is in charge of this year's tennis tournaments
2957,37169.wav,21.55,309.0,330.55,2018-12-27 07:10:43.669450,2018-12-27 07:10:43.691000,2018-12-27 07:10:44.000000,tom looks pale is anything the matter with them
2958,3721593.wav,32.344,617.0,649.344,2018-12-27 00:23:20.350656,2018-12-27 00:23:20.383000,2018-12-27 00:23:21.000000,a lot has happened
2959,3721701.wav,19.261,368.0,387.261,2018-12-27 05:02:18.612739,2018-12-27 05:02:18.632000,2018-12-27 05:02:19.000000,tom situation is getting more complicated
2960,3722031.wav,27.503,942.0,969.503,2018-12-27 02:18:25.030497,2018-12-27 02:18:25.058000,2018-12-27 02:18:26.000000,i eat what i can afford
2961,37221.wav,21.635,717.0,738.635,2018-12-26 23:20:10.261365,2018-12-26 23:20:10.283000,2018-12-26 23:20:11.000000,tom was sitting in front of the box
2962,3722265.wav,22.325000000000003,450.0,472.325,2018-12-27 06:32:05.527675,2018-12-27 06:32:05.550000,2018-12-27 06:32:06.000000,tom can be trusted to some degree
2963,3722386.wav,25.236,619.0,644.236,2018-12-27 02:03:19.355764,2018-12-27 02:03:19.381000,2018-12-27 02:03:20.000000,tom had a bad headache
2964,3722814.wav,26.546,822.0,848.546,2018-12-27 02:58:15.151454,2018-12-27 02:58:15.178000,2018-12-27 02:58:16.000000,i guess she's caught me
2965,3723554.wav,25.735,901.0,926.735,2018-12-27 04:21:42.073265,2018-12-27 04:21:42.099000,2018-12-27 04:21:43.000000,i don't know what i have
2966,37237.wav,21.782,101.0,122.782,2018-12-27 06:14:02.877218,2018-12-27 06:14:02.899000,2018-12-27 06:14:03.000000,tom was asked to appear on television
2967,3723740.wav,21.974,650.0,671.9739999999999,2018-12-26 22:37:16.328026,2018-12-26 22:37:16.350000,2018-12-26 22:37:17.000000,i knew it was pretty good
2968,3723951.wav,22.581,885.0,907.581,2018-12-26 22:21:52.092419,2018-12-26 22:21:52.115000,2018-12-26 22:21:53.000000,that's what i find alarming
2969,3724193.wav,22.953999999999997,977.0,999.9540000000001,2018-12-27 03:41:32.000046,2018-12-27 03:41:32.023000,2018-12-27 03:41:33.000000,that's long enough
2970,3724236.wav,21.288999999999998,666.0,687.289,2018-12-27 03:30:46.312711,2018-12-27 03:30:46.334000,2018-12-27 03:30:47.000000,i won't hold my breath
2971,3725058.wav,24.9,797.0,821.9,2018-12-27 02:19:26.178100,2018-12-27 02:19:26.203000,2018-12-27 02:19:27.000000,there's no stopping tom
2972,3725067.wav,24.064,535.0,559.064,2018-12-27 02:46:56.440936,2018-12-27 02:46:56.465000,2018-12-27 02:46:57.000000,i think we can catch tom
2973,3726067.wav,24.837,708.0,732.837,2018-12-27 01:43:22.267163,2018-12-27 01:43:22.292000,2018-12-27 01:43:23.000000,i'm under suspicion true
2974,3726550.wav,20.622999999999998,260.0,280.623,2018-12-27 05:51:20.719377,2018-12-27 05:51:20.740000,2018-12-27 05:51:21.000000,this was a no-brainer
2975,3726641.wav,27.91,1118.0,1145.91,2018-12-26 23:39:11.854090,2018-12-26 23:39:11.882000,2018-12-26 23:39:13.000000,tom is a potential babysitter
2976,3727454.wav,21.228,152.0,173.22799999999998,2018-12-27 04:05:39.826772,2018-12-27 04:05:39.848000,2018-12-27 04:05:40.000000,tom is massage and mary shoulders
2977,3727501.wav,32.137,289.0,321.137,2018-12-27 03:58:27.678863,2018-12-27 03:58:27.711000,2018-12-27 03:58:28.000000,they walked downstairs
2978,3727545.wav,21.483999999999998,564.0,585.484,2018-12-27 04:36:49.414516,2018-12-27 04:36:49.436000,2018-12-27 04:36:50.000000,tom is quite a hopeless
2979,3727744.wav,20.923000000000002,703.0,723.923,2018-12-26 22:52:31.276077,2018-12-26 22:52:31.297000,2018-12-26 22:52:32.000000,tom set up a meeting for us
2980,3727814.wav,21.581,741.0,762.5809999999999,2018-12-27 05:02:52.237419,2018-12-27 05:02:52.259000,2018-12-27 05:02:53.000000,all i need is three more days
2981,3728329.wav,31.426999999999996,224.0,255.42700000000002,2018-12-26 23:04:37.744573,2018-12-26 23:04:37.776000,2018-12-26 23:04:38.000000,that's the last of it
2982,3728669.wav,21.745,162.0,183.745,2018-12-27 06:21:55.816255,2018-12-27 06:21:55.838000,2018-12-27 06:21:56.000000,that's as far as i got
2983,3728723.wav,32.346,919.0,951.346,2018-12-27 06:09:21.048654,2018-12-27 06:09:21.081000,2018-12-27 06:09:22.000000,that's my favorite part
2984,3728892.wav,21.136,1028.0,1049.136,2018-12-27 06:58:41.950864,2018-12-27 06:58:41.972000,2018-12-27 06:58:43.000000,let me show you the way out
2985,3729346.wav,24.526,401.0,425.526,2018-12-27 02:52:38.574474,2018-12-27 02:52:38.599000,2018-12-27 02:52:39.000000,tom is calling the shots now
2986,3729411.wav,23.206,416.0,439.20599999999996,2018-12-27 05:52:15.560794,2018-12-27 05:52:15.584000,2018-12-27 05:52:16.000000,it's not like tom is going to know
2987,3729769.wav,25.462,951.0,976.4620000000001,2018-12-27 00:21:20.023538,2018-12-27 00:21:20.049000,2018-12-27 00:21:21.000000,time began to carve the turkey
2988,3730054.wav,20.659,280.0,300.659,2018-12-27 05:37:30.699341,2018-12-27 05:37:30.720000,2018-12-27 05:37:31.000000,i thought it was creepy
2989,3730088.wav,23.842,988.0,1011.8419999999999,2018-12-27 07:12:39.988158,2018-12-27 07:12:40.012000,2018-12-27 07:12:41.000000,tom was deeply in love with mary
2990,3730100.wav,22.62,236.0,258.62,2018-12-27 05:22:53.741380,2018-12-27 05:22:53.764000,2018-12-27 05:22:54.000000,i'm not sure what tom season married
2991,3730153.wav,24.148,553.0,577.148,2018-12-27 07:00:01.422852,2018-12-27 07:00:01.447000,2018-12-27 07:00:02.000000,tom left us high and dry
2992,3730299.wav,24.358999999999998,708.0,732.359,2018-12-27 03:40:15.267641,2018-12-27 03:40:15.292000,2018-12-27 03:40:16.000000,are we getting pizza
2993,3730483.wav,23.955000000000002,401.0,424.95500000000004,2018-12-27 03:50:57.575045,2018-12-27 03:50:57.599000,2018-12-27 03:50:58.000000,is it is profitable
2994,3731126.wav,20.955000000000002,111.0,131.95499999999998,2018-12-27 06:13:38.868045,2018-12-27 06:13:38.889000,2018-12-27 06:13:39.000000,what does that mean for tall
2995,3731249.wav,22.069,381.0,403.069,2018-12-27 02:10:23.596931,2018-12-27 02:10:23.619000,2018-12-27 02:10:24.000000,can i make one observation
2996,3731675.wav,22.459,570.0,592.459,2018-12-27 06:43:07.407541,2018-12-27 06:43:07.430000,2018-12-27 06:43:08.000000,how can we prove that
2997,3731710.wav,26.895,407.0,433.895,2018-12-27 00:02:10.566105,2018-12-27 00:02:10.593000,2018-12-27 00:02:11.000000,how pitt tom know that
2998,3731865.wav,21.904,871.0,892.904,2018-12-27 06:18:45.107096,2018-12-27 06:18:45.129000,2018-12-27 06:18:46.000000,how was that significant
2999,3731937.wav,18.218,430.0,448.218,2018-12-27 05:19:36.551782,2018-12-27 05:19:36.570000,2018-12-27 05:19:37.000000,just who are you
3000,3732043.wav,27.768,482.0,509.768,2018-12-27 00:24:08.490232,2018-12-27 00:24:08.518000,2018-12-27 00:24:09.000000,why should anyone pay
3001,3732146.wav,23.199,122.0,145.19899999999998,2018-12-26 23:32:25.854801,2018-12-26 23:32:25.878000,2018-12-26 23:32:26.000000,what an odd expression
3002,3732313.wav,22.145000000000003,841.0,863.1450000000001,2018-12-27 01:48:54.136855,2018-12-27 01:48:54.159000,2018-12-27 01:48:55.000000,according to the police no one died
3003,3732321.wav,24.902,472.0,496.902,2018-12-27 02:03:40.503098,2018-12-27 02:03:40.528000,2018-12-27 02:03:41.000000,tom seemed preoccupied
3004,3732390.wav,21.753,867.0,888.753,2018-12-26 23:29:37.111247,2018-12-26 23:29:37.133000,2018-12-26 23:29:38.000000,i got a little sunburned
3005,3732396.wav,24.384,896.0,920.384,2018-12-26 22:00:37.079616,2018-12-26 22:00:37.104000,2018-12-26 22:00:38.000000,tom was it a bit scared
3006,3732555.wav,23.804,586.0,609.804,2018-12-26 23:59:11.390196,2018-12-26 23:59:11.414000,2018-12-26 23:59:12.000000,i've never forgive in town for what he did
3007,3732621.wav,44.224,667.0,711.2239999999999,2018-12-27 03:57:25.288776,2018-12-27 03:57:25.333000,2018-12-27 03:57:26.000000,this isn't quite what i had in mind
3008,3732675.wav,23.163,702.0,725.163,2018-12-27 02:57:06.274837,2018-12-27 02:57:06.298000,2018-12-27 02:57:07.000000,i want to learn how to snowboard
3009,3732818.wav,32.7,339.0,371.7,2018-12-27 05:12:03.628300,2018-12-27 05:12:03.661000,2018-12-27 05:12:04.000000,tom wanted married to take out the garbage
3010,3732860.wav,24.211,164.0,188.21099999999998,2018-12-27 02:32:02.811789,2018-12-27 02:32:02.836000,2018-12-27 02:32:03.000000,tom open the oven and took out the cake
3011,3732863.wav,25.23,1028.0,1053.23,2018-12-27 02:43:38.946770,2018-12-27 02:43:38.972000,2018-12-27 02:43:40.000000,khan got the last piece of cake
3012,3733002.wav,21.892,553.0,574.8919999999999,2018-12-27 01:12:43.425108,2018-12-27 01:12:43.447000,2018-12-27 01:12:44.000000,my wife didn't come with me
3013,3733026.wav,93.792,920.0,1013.792,2018-12-27 02:07:27.986208,2018-12-27 02:07:28.080000,2018-12-27 02:07:29.000000,they didn't speak to me
3014,3733201.wav,23.005000000000003,486.0,509.00500000000005,2018-12-27 00:48:07.490995,2018-12-27 00:48:07.514000,2018-12-27 00:48:08.000000,tom chose the wine
3015,3733219.wav,26.148,435.0,461.148,2018-12-27 03:55:14.538852,2018-12-27 03:55:14.565000,2018-12-27 03:55:15.000000,there's so much that needs to be down
3016,3733334.wav,23.709999999999997,508.0,531.71,2018-12-26 22:55:43.468290,2018-12-26 22:55:43.492000,2018-12-26 22:55:44.000000,it's a very noisy and here
3017,3733405.wav,25.108999999999998,730.0,755.109,2018-12-27 05:18:09.244891,2018-12-27 05:18:09.270000,2018-12-27 05:18:10.000000,we don't know what caused the fire
3018,3733444.wav,17.853,231.0,248.85299999999998,2018-12-26 22:50:48.751147,2018-12-26 22:50:48.769000,2018-12-26 22:50:49.000000,tom wasn't sure
3019,3733463.wav,21.722,1010.0,1031.722,2018-12-26 22:40:35.968278,2018-12-26 22:40:35.990000,2018-12-26 22:40:37.000000,tom said he wanted a raise
3020,3733719.wav,28.268,210.0,238.268,2018-12-27 00:23:39.761732,2018-12-27 00:23:39.790000,2018-12-27 00:23:40.000000,tom's computer keeps crashing
3021,3733748.wav,37.972,87.0,124.972,2018-12-26 22:55:55.875028,2018-12-26 22:55:55.913000,2018-12-26 22:55:56.000000,tom seems to expect nothing
3022,3733942.wav,21.115,872.0,893.115,2018-12-26 23:03:32.106885,2018-12-26 23:03:32.128000,2018-12-26 23:03:33.000000,your family is amazing
3023,3734090.wav,22.821,285.0,307.821,2018-12-27 01:10:08.692179,2018-12-27 01:10:08.715000,2018-12-27 01:10:09.000000,tom doesn't like our neighbors very much
3024,3734170.wav,22.756999999999998,999.0,1021.7570000000001,2018-12-26 22:34:06.978243,2018-12-26 22:34:07.001000,2018-12-26 22:34:08.000000,i should go pack
3025,3734174.wav,18.231,846.0,864.231,2018-12-27 06:00:19.135769,2018-12-27 06:00:19.154000,2018-12-27 06:00:20.000000,i can't go to school today i'm sick
3026,3734201.wav,18.397,205.0,223.39700000000002,2018-12-26 22:29:18.776603,2018-12-26 22:29:18.795000,2018-12-26 22:29:19.000000,calm couldn't talk
3027,3734252.wav,27.444,315.0,342.444,2018-12-27 02:45:53.657556,2018-12-27 02:45:53.685000,2018-12-27 02:45:54.000000,they're refusing to work
3028,3734311.wav,22.748,198.0,220.748,2018-12-27 04:21:13.779252,2018-12-27 04:21:13.802000,2018-12-27 04:21:14.000000,tom might have a chance after all
3029,3734359.wav,25.321,1000.0,1025.321,2018-12-26 23:48:12.974679,2018-12-26 23:48:13.000000,2018-12-26 23:48:14.000000,tom can't paint very well
3030,3734374.wav,21.309,458.0,479.30899999999997,2018-12-27 06:48:50.520691,2018-12-27 06:48:50.542000,2018-12-27 06:48:51.000000,tom was often bullied in school
3031,3734377.wav,21.057,110.0,131.05700000000002,2018-12-27 01:30:59.868943,2018-12-27 01:30:59.890000,2018-12-27 01:31:00.000000,tom went back to school
3032,3734385.wav,21.163,1025.0,1046.163,2018-12-27 06:21:26.953837,2018-12-27 06:21:26.975000,2018-12-27 06:21:28.000000,follow the last like a girl
3033,3734400.wav,24.702,423.0,447.702,2018-12-27 00:57:19.552298,2018-12-27 00:57:19.577000,2018-12-27 00:57:20.000000,don't be ungrateful
3034,3734467.wav,24.965999999999998,361.0,385.96599999999995,2018-12-26 23:04:17.614034,2018-12-26 23:04:17.639000,2018-12-26 23:04:18.000000,tom never has a pencil with him
3035,3734585.wav,24.369,417.0,441.369,2018-12-27 02:13:27.558631,2018-12-27 02:13:27.583000,2018-12-27 02:13:28.000000,we still like to speak with tom
3036,3734611.wav,23.352,373.0,396.352,2018-12-27 03:54:58.603648,2018-12-27 03:54:58.627000,2018-12-27 03:54:59.000000,don't be hard on tom
