audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
2912064.wav,12.4981053251,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459242.66643,1543459248.3993301,1543459248.4213,1543459248.4215698,1543459248.4770901,160,73196,64,2,1543459242.66644,1543459242.66646,1543459242.66663,1543459242.6695,1543459247.00196,1543459248.39925,1543459248.3993099,43.648999999999994,535.0,578.649,2018-11-29 02:40:48.421351,2018-11-29 02:40:48.465000,2018-11-29 02:40:49.000000,how many lawyers this time half
5109460.wav,12.5925614028,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459248.52968,1543459259.78369,1543459259.8203402,1543459259.82061,1543459259.87185,195,132100,64,4,1543459248.52969,1543459248.52971,1543459248.53,1543459248.53303,1543459257.8575,1543459259.7836099,1543459259.78367,38.608,141.0,179.608,2018-11-29 02:40:59.820392,2018-11-29 02:40:59.859000,2018-11-29 02:41:00.000000,i used to love swimming in it was my favorite sport in high school
1199438.wav,11.9093533502,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459259.9394698,1543459266.75904,1543459266.77903,1543459266.77929,1543459266.83724,142,49808,64,1,1543459259.93948,1543459259.9395,1543459259.93968,1543459259.94281,1543459265.25399,1543459266.75896,1543459266.7590199,47.92100000000001,173.0,220.921,2018-11-29 02:41:06.779079,2018-11-29 02:41:06.827000,2018-11-29 02:41:07.000000,i lost my job
2251300.wav,12.4493813277,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459266.8812199,1543459273.51119,1543459273.51445,1543459273.5147,1543459273.5669699,158,69024,64,2,1543459266.88123,1543459266.88125,1543459266.88144,1543459266.88449,1543459272.0656,1543459273.51111,1543459273.51117,42.50899999999999,443.0,485.509,2018-11-29 02:41:13.514491,2018-11-29 02:41:13.557000,2018-11-29 02:41:14.000000,that's totally understandable
310279.wav,12.972067368800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459273.6186302,1543459279.58215,1543459279.58925,1543459279.5895,1543459279.64296,155,70648,63,2,1543459273.61864,1543459273.61866,1543459273.61884,1543459273.62196,1543459278.16825,1543459279.5820699,1543459279.5821302,40.703,370.0,410.70300000000003,2018-11-29 02:41:19.589297,2018-11-29 02:41:19.630000,2018-11-29 02:41:20.000000,she is more famous than you
4498088.wav,12.0679610438,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459279.69841,1543459285.16615,1543459285.1923301,1543459285.19259,1543459285.24523,146,47254,64,1,1543459279.6984198,1543459279.69844,1543459279.6986198,1543459279.7016098,1543459283.81867,1543459285.16607,1543459285.16613,43.623999999999995,764.0,807.6239999999999,2018-11-29 02:41:25.192376,2018-11-29 02:41:25.236000,2018-11-29 02:41:26.000000,can anybody do it
2358753.wav,12.148735719600001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459285.28862,1543459292.98964,1543459293.04451,1543459293.0448,1543459293.0989199,151,59416,64,1,1543459285.28863,1543459285.28865,1543459285.28882,1543459285.292,1543459291.26163,1543459292.98956,1543459292.98962,44.435,911.0,955.435,2018-11-29 02:41:33.044565,2018-11-29 02:41:33.089000,2018-11-29 02:41:34.000000,i have a match to play
3428444.wav,12.3980051174,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459293.14448,1543459298.97745,1543459298.99175,1543459298.9920099,1543459299.04915,147,57812,64,1,1543459293.14449,1543459293.14451,1543459293.14468,1543459293.14781,1543459297.85175,1543459298.97737,1543459298.97743,52.201,956.0,1008.201,2018-11-29 02:41:38.991799,2018-11-29 02:41:39.044000,2018-11-29 02:41:40.000000,tom was very frank
3221365.wav,12.239568968599999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459299.09762,1543459307.76927,1543459307.84026,1543459307.84043,1543459307.8719301,163,80206,64,2,1543459299.09763,1543459299.09765,1543459299.09783,1543459299.10106,1543459305.64514,1543459307.76919,1543459307.76925,27.706999999999997,132.0,159.707,2018-11-29 02:41:47.840293,2018-11-29 02:41:47.868000,2018-11-29 02:41:48.000000,just don't do anything stupid okay
3330971.wav,12.008212116300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459307.90167,1543459312.3388698,1543459312.34377,1543459312.34402,1543459312.39489,149,46614,64,1,1543459307.90168,1543459307.9017,1543459307.90188,1543459307.9050698,1543459310.96801,1543459312.33879,1543459312.33886,37.188,619.0,656.188,2018-11-29 02:41:52.343812,2018-11-29 02:41:52.381000,2018-11-29 02:41:53.000000,you've got a problem
3923854.wav,12.3226459446,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459312.43821,1543459319.5978699,1543459319.6419,1543459319.64216,1543459319.69491,158,66462,64,2,1543459312.43822,1543459312.43824,1543459312.43841,1543459312.4414198,1543459317.47887,1543459319.59779,1543459319.59785,41.053999999999995,317.0,358.05400000000003,2018-11-29 02:41:59.641946,2018-11-29 02:41:59.683000,2018-11-29 02:42:00.000000,time introduced married to me
4323824.wav,11.9571490968,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459319.74601,1543459327.34584,1543459327.40591,1543459327.40617,1543459327.4591599,165,79274,64,2,1543459319.7460198,1543459319.74604,1543459319.7462099,1543459319.74926,1543459325.62257,1543459327.3457599,1543459327.34582,40.039,554.0,594.039,2018-11-29 02:42:07.405961,2018-11-29 02:42:07.446000,2018-11-29 02:42:08.000000,they picked their tents on the beach
1300824.wav,13.1921899844,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459327.50914,1543459333.86709,1543459333.87721,1543459333.87747,1543459333.92675,160,83440,64,2,1543459327.50915,1543459327.5091698,1543459327.50934,1543459327.51253,1543459332.67081,1543459333.867,1543459333.86707,41.74,81.0,122.74,2018-11-29 02:42:13.877260,2018-11-29 02:42:13.919000,2018-11-29 02:42:14.000000,i'm leaving town for a few days
3444364.wav,13.055945561700002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459333.98594,1543459341.74563,1543459341.75546,1543459341.75563,1543459341.78535,164,77986,64,2,1543459333.98595,1543459333.98597,1543459333.98615,1543459333.98912,1543459339.68295,1543459341.7455802,1543459341.74562,29.505,215.0,244.505,2018-11-29 02:42:21.755495,2018-11-29 02:42:21.785000,2018-11-29 02:42:22.000000,tom isn't really listening to marry
3200985.wav,12.130159561400001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459341.8455,1543459347.2848198,1543459347.30128,1543459347.3015401,1543459347.3560698,155,69024,64,2,1543459341.84551,1543459341.84553,1543459341.8457,1543459341.8486302,1543459345.9470801,1543459347.2847302,1543459347.2848,39.669,659.0,698.669,2018-11-29 02:42:27.301331,2018-11-29 02:42:27.341000,2018-11-29 02:42:28.000000,should i tell topic on you
2548447.wav,12.1765853364,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459347.40578,1543459351.54913,1543459351.55652,1543459351.5567698,1543459351.60795,147,46612,64,1,1543459347.40579,1543459347.4058,1543459347.40598,1543459347.40891,1543459350.60497,1543459351.54905,1543459351.54911,40.438,403.0,443.43800000000005,2018-11-29 02:42:31.556562,2018-11-29 02:42:31.597000,2018-11-29 02:42:32.000000,you're a good girl
5440596.wav,12.8829348343,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459351.65382,1543459357.67519,1543459357.6921802,1543459357.69244,1543459357.7444801,157,77022,64,2,1543459351.65383,1543459351.65385,1543459351.6540198,1543459351.6569,1543459356.47988,1543459357.6751099,1543459357.67517,40.775,267.0,307.7750000000001,2018-11-29 02:42:37.692225,2018-11-29 02:42:37.733000,2018-11-29 02:42:38.000000,i didn't do anything special
2208670.wav,13.3677531246,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459357.80204,1543459366.94149,1543459367.01105,1543459367.0113199,1543459367.06759,167,93008,64,2,1543459357.80205,1543459357.80207,1543459357.8022401,1543459357.80518,1543459364.50856,1543459366.9414198,1543459366.9414802,43.896,945.0,988.8960000000001,2018-11-29 02:42:47.011104,2018-11-29 02:42:47.055000,2018-11-29 02:42:48.000000,tom didn't trust married to work alone
2674944.wav,12.481562333,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459367.1323302,1543459373.47907,1543459373.48662,1543459373.4867802,1543459373.51741,157,73822,64,2,1543459367.13234,1543459367.13236,1543459367.13254,1543459367.13566,1543459372.16532,1543459373.4790099,1543459373.47905,31.353,482.0,513.3530000000001,2018-11-29 02:42:53.486647,2018-11-29 02:42:53.518000,2018-11-29 02:42:54.000000,i use an electric toothbrush
2253792.wav,12.9035443632,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459373.57406,1543459377.84862,1543459377.86039,1543459377.86064,1543459377.91305,139,43404,64,1,1543459373.57407,1543459373.57409,1543459373.57426,1543459373.5771801,1543459376.83917,1543459377.84854,1543459377.8486,39.56500000000001,100.0,139.565,2018-11-29 02:42:57.860435,2018-11-29 02:42:57.900000,2018-11-29 02:42:58.000000,try it now
3825117.wav,12.1143253154,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459377.9607902,1543459382.90544,1543459382.9270198,1543459382.92729,1543459382.97751,148,57172,64,1,1543459377.9608,1543459377.96082,1543459377.96099,1543459377.96402,1543459381.39077,1543459382.90536,1543459382.9054198,38.928000000000004,1034.0,1072.928,2018-11-29 02:43:02.927072,2018-11-29 02:43:02.966000,2018-11-29 02:43:04.000000,my work here is don
4665804.wav,11.7669088565,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459383.02578,1543459390.49104,1543459390.54822,1543459390.54848,1543459390.60276,156,71264,64,2,1543459383.02579,1543459383.0258,1543459383.02598,1543459383.029,1543459388.7522,1543459390.49095,1543459390.49102,40.732,411.0,451.73199999999997,2018-11-29 02:43:10.548268,2018-11-29 02:43:10.589000,2018-11-29 02:43:11.000000,i almost became a carpenter
2110.wav,13.3072841576,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459390.6521199,1543459399.24172,1543459399.25765,1543459399.25791,1543459399.31093,170,96264,61,3,1543459390.6521301,1543459390.6521401,1543459390.6523302,1543459390.65549,1543459397.70966,1543459399.24164,1543459399.2417,40.3,702.0,742.3,2018-11-29 02:43:19.257700,2018-11-29 02:43:19.298000,2018-11-29 02:43:20.000000,my mother bought two bottles of orange juice
3045843.wav,11.858352503599999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459399.37523,1543459406.7936099,1543459406.8011198,1543459406.8013802,1543459406.85181,161,86002,64,2,1543459399.37524,1543459399.3752599,1543459399.37543,1543459399.37893,1543459405.23515,1543459406.79353,1543459406.79359,57.835,141.0,198.835,2018-11-29 02:43:26.801165,2018-11-29 02:43:26.859000,2018-11-29 02:43:27.000000,generally speaking time is right
2583561.wav,11.940036518900001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459406.90671,1543459411.30483,1543459411.31725,1543459411.31751,1543459411.3683,148,53656,64,1,1543459406.90672,1543459406.9067302,1543459406.90691,1543459406.91009,1543459409.61258,1543459411.30475,1543459411.30481,39.699,643.0,682.699,2018-11-29 02:43:31.317301,2018-11-29 02:43:31.357000,2018-11-29 02:43:32.000000,don't kill yourself
2270763.wav,12.5165358525,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459411.41326,1543459424.9516802,1543459425.03794,1543459425.03821,1543459425.08869,184,126656,64,3,1543459411.41327,1543459411.41329,1543459411.41347,1543459411.41645,1543459422.6667302,1543459424.9516,1543459424.95166,40.007,922.0,962.007,2018-11-29 02:43:45.037993,2018-11-29 02:43:45.078000,2018-11-29 02:43:46.000000,hi if i'm not mistaken you're our new neighbors are too
6115543.wav,12.7822263501,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459425.14943,1543459435.6403,1543459435.68436,1543459435.68462,1543459435.7365901,187,118010,64,3,1543459425.14944,1543459425.14945,1543459425.14963,1543459425.1529698,1543459432.70945,1543459435.64022,1543459435.64028,45.595,270.0,315.595,2018-11-29 02:43:55.684405,2018-11-29 02:43:55.730000,2018-11-29 02:43:56.000000,come in mary were the first people to volunteer to do that
25885.wav,12.247920647599999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459435.7964401,1543459441.66606,1543459441.68586,1543459441.68612,1543459441.7376199,149,67450,62,2,1543459435.79645,1543459435.79647,1543459435.7966402,1543459435.79968,1543459440.51078,1543459441.66598,1543459441.66604,40.094,274.0,314.094,2018-11-29 02:44:01.685906,2018-11-29 02:44:01.726000,2018-11-29 02:44:02.000000,smoking is a bad habit
2891783.wav,12.4287030371,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459441.79159,1543459447.50138,1543459447.6675901,1543459447.66776,1543459447.6977801,149,56210,64,1,1543459441.7916,1543459441.79162,1543459441.79179,1543459441.79484,1543459445.74152,1543459447.5013,1543459447.50136,66.37400000000001,266.0,332.374,2018-11-29 02:44:07.667626,2018-11-29 02:44:07.734000,2018-11-29 02:44:08.000000,down the line inside
2171306.wav,12.5569018878,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459447.72352,1543459456.43698,1543459456.5117,1543459456.51196,1543459456.56379,168,89900,64,2,1543459447.72353,1543459447.72354,1543459447.72365,1543459447.72589,1543459453.93265,1543459456.4368901,1543459456.43696,41.255,447.0,488.255,2018-11-29 02:44:16.511745,2018-11-29 02:44:16.553000,2018-11-29 02:44:17.000000,tom tried to leave but mary stopped him
2133832.wav,12.880029909200001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459456.62092,1543459461.53932,1543459461.54958,1543459461.54988,1543459461.6024,158,71266,64,2,1543459456.6209302,1543459456.62095,1543459456.62112,1543459456.62426,1543459460.32253,1543459461.5392401,1543459461.5393,43.379,407.0,450.379,2018-11-29 02:44:21.549621,2018-11-29 02:44:21.593000,2018-11-29 02:44:22.000000,why are you always so cynical
5073768.wav,12.1484147244,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459461.65677,1543459470.85223,1543459470.86568,1543459470.86593,1543459470.91556,175,94320,64,2,1543459461.65678,1543459461.65681,1543459461.65698,1543459461.66015,1543459468.51736,1543459470.85215,1543459470.85221,38.276,96.0,134.276,2018-11-29 02:44:30.865724,2018-11-29 02:44:30.904000,2018-11-29 02:44:31.000000,the jacksons got married in two thousand three
6091978.wav,12.212329069,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459470.96823,1543459473.67928,1543459473.6819198,1543459473.68216,1543459473.73597,148,50456,64,1,1543459470.96824,1543459470.96826,1543459470.96843,1543459470.97155,1543459472.89008,1543459473.67919,1543459473.67926,47.045,271.0,318.045,2018-11-29 02:44:33.681955,2018-11-29 02:44:33.729000,2018-11-29 02:44:34.000000,don't you wanna job
5448834.wav,12.6720864231,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459473.78019,1543459480.5023599,1543459480.56824,1543459480.56851,1543459480.6173198,160,84068,64,2,1543459473.7802,1543459473.78023,1543459473.7804,1543459473.78325,1543459478.90012,1543459480.50228,1543459480.50234,39.706,392.0,431.706,2018-11-29 02:44:40.568294,2018-11-29 02:44:40.608000,2018-11-29 02:44:41.000000,we shouldn't stand in tom's way
2249268.wav,12.467699961,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459480.671,1543459484.52406,1543459484.53656,1543459484.53682,1543459484.58826,144,53010,64,1,1543459480.67101,1543459480.67103,1543459480.6712,1543459480.67433,1543459483.40571,1543459484.5239801,1543459484.52404,39.393,424.0,463.39300000000003,2018-11-29 02:44:44.536607,2018-11-29 02:44:44.576000,2018-11-29 02:44:45.000000,it's so obvious
2245284.wav,12.9251764748,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459484.63483,1543459490.62234,1543459490.63692,1543459490.6371698,1543459490.68754,148,49814,64,1,1543459484.63484,1543459484.63486,1543459484.63503,1543459484.63797,1543459489.41296,1543459490.6222599,1543459490.62232,42.036,321.0,363.036,2018-11-29 02:44:50.636964,2018-11-29 02:44:50.679000,2018-11-29 02:44:51.000000,does everybody know
6013542.wav,12.506149819300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459490.73685,1543459496.34017,1543459496.37147,1543459496.37173,1543459496.4261198,156,66464,64,2,1543459490.73686,1543459490.73688,1543459490.73706,1543459490.74019,1543459495.25512,1543459496.34009,1543459496.34015,43.482,585.0,628.482,2018-11-29 02:44:56.371518,2018-11-29 02:44:56.415000,2018-11-29 02:44:57.000000,what bad habits do you have
3417305.wav,12.158300953800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459496.47766,1543459502.14644,1543459502.2217698,1543459502.22204,1543459502.2744,156,65182,64,2,1543459496.47767,1543459496.47769,1543459496.47786,1543459496.48108,1543459500.65649,1543459502.14636,1543459502.14642,49.181,729.0,778.181,2018-11-29 02:45:02.221819,2018-11-29 02:45:02.271000,2018-11-29 02:45:03.000000,television brother isn't he
5737789.wav,12.163941661099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459502.32424,1543459508.6883,1543459508.70254,1543459508.7028,1543459508.76235,157,68064,64,2,1543459502.32425,1543459502.32427,1543459502.32445,1543459502.32758,1543459507.24922,1543459508.68822,1543459508.68828,45.41,252.0,297.41,2018-11-29 02:45:08.702590,2018-11-29 02:45:08.748000,2018-11-29 02:45:09.000000,i would have to vote for tom
5010242.wav,11.102146748,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459508.81191,1543459513.6977,1543459513.7023401,1543459513.70259,1543459513.75881,147,58454,64,1,1543459508.81192,1543459508.81194,1543459508.81211,1543459508.81504,1543459512.81515,1543459513.69762,1543459513.69768,126.613,171.0,297.613,2018-11-29 02:45:13.702387,2018-11-29 02:45:13.829000,2018-11-29 02:45:14.000000,it's kind of scary
3736643.wav,12.315153818599999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459513.80437,1543459524.76656,1543459524.78769,1543459524.78796,1543459524.8421302,196,138812,64,4,1543459513.8043802,1543459513.8044,1543459513.80458,1543459513.80746,1543459522.3736901,1543459524.76648,1543459524.76654,42.25700000000001,1170.0,1212.2569999999996,2018-11-29 02:45:24.787743,2018-11-29 02:45:24.830000,2018-11-29 02:45:26.000000,all of all the languages i've studied french was the most difficult
3669984.wav,12.5479688896,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459524.91063,1543459531.6210802,1543459531.6292698,1543459531.62952,1543459531.6800199,151,55258,64,1,1543459524.91064,1543459524.91066,1543459524.91083,1543459524.91378,1543459529.41283,1543459531.621,1543459531.62106,51.68600000000001,319.0,370.686,2018-11-29 02:45:31.629314,2018-11-29 02:45:31.681000,2018-11-29 02:45:32.000000,let me do that for you
2958617.wav,12.807788108199999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459531.72837,1543459539.63084,1543459539.67391,1543459539.67417,1543459539.72774,157,70622,64,2,1543459531.72838,1543459531.7284,1543459531.72856,1543459531.7316198,1543459537.6221,1543459539.63076,1543459539.63082,41.04,285.0,326.04,2018-11-29 02:45:39.673960,2018-11-29 02:45:39.715000,2018-11-29 02:45:40.000000,tom was standing by the door
59581.wav,13.337276021700001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459539.78106,1543459544.35943,1543459544.36162,1543459544.3617802,1543459544.39292,153,70636,62,2,1543459539.78108,1543459539.78109,1543459539.78127,1543459539.78438,1543459543.4925401,1543459544.35938,1543459544.3594198,28.35,610.0,638.35,2018-11-29 02:45:44.361650,2018-11-29 02:45:44.390000,2018-11-29 02:45:45.000000,the shoes are little loose
2545231.wav,12.4340734699,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459544.4265199,1543459550.87314,1543459550.8769,1543459550.87715,1543459550.93086,153,81176,64,2,1543459544.4265301,1543459544.4265401,1543459544.42666,1543459544.42881,1543459548.2812,1543459550.87306,1543459550.8731198,39.056,84.0,123.056,2018-11-29 02:45:50.876944,2018-11-29 02:45:50.916000,2018-11-29 02:45:51.000000,calm apologize profusely
3043417.wav,12.0928407097,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459550.99292,1543459557.37532,1543459557.39747,1543459557.3977199,1543459557.4494698,152,59418,64,1,1543459550.9929302,1543459550.99295,1543459550.99312,1543459550.99631,1543459556.33422,1543459557.37524,1543459557.3753,37.488,565.0,602.488,2018-11-29 02:45:57.397512,2018-11-29 02:45:57.435000,2018-11-29 02:45:58.000000,i want to go back there
4667025.wav,11.955519308900001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459557.4960198,1543459562.5867,1543459562.6248,1543459562.6250598,1543459562.67972,150,57172,64,1,1543459557.49603,1543459557.49605,1543459557.4962301,1543459557.49989,1543459561.13621,1543459562.5866199,1543459562.5866802,38.151,337.0,375.151,2018-11-29 02:46:02.624849,2018-11-29 02:46:02.663000,2018-11-29 02:46:03.000000,calm can take a break
5757472.wav,12.536844759600001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459562.72409,1543459566.99795,1543459567.00495,1543459567.0052,1543459567.06022,148,52370,64,1,1543459562.7241,1543459562.72412,1543459562.7242901,1543459562.72732,1543459565.1445699,1543459566.99786,1543459566.99793,43.005,952.0,995.005,2018-11-29 02:46:07.004995,2018-11-29 02:46:07.048000,2018-11-29 02:46:08.000000,tom will that third
2252693.wav,12.7211661436,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459567.1087,1543459572.2576,1543459572.26471,1543459572.26496,1543459572.32073,145,48210,64,1,1543459567.10871,1543459567.10873,1543459567.1089,1543459567.11198,1543459571.2842698,1543459572.25752,1543459572.25758,42.242,693.0,735.242,2018-11-29 02:46:12.264758,2018-11-29 02:46:12.307000,2018-11-29 02:46:13.000000,there's time now
2951501.wav,12.480816320699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459572.3678699,1543459578.3413599,1543459578.34546,1543459578.34571,1543459578.4028099,160,65868,64,2,1543459572.36788,1543459572.3679,1543459572.36807,1543459572.3712199,1543459577.47245,1543459578.34128,1543459578.34134,46.496,608.0,654.496,2018-11-29 02:46:18.345504,2018-11-29 02:46:18.392000,2018-11-29 02:46:19.000000,are those guys from your school
3140149.wav,12.34557445,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459578.45476,1543459588.0350199,1543459588.04346,1543459588.04371,1543459588.09278,174,83440,64,2,1543459578.4547698,1543459578.45479,1543459578.4549599,1543459578.45784,1543459585.79898,1543459588.03494,1543459588.035,40.497,916.0,956.497,2018-11-29 02:46:28.043503,2018-11-29 02:46:28.084000,2018-11-29 02:46:29.000000,your father would have been very proud of you
3302696.wav,12.3940737032,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459588.14746,1543459595.13832,1543459595.2063599,1543459595.20663,1543459595.26059,159,71262,64,2,1543459588.14747,1543459588.14749,1543459588.14766,1543459588.1507301,1543459592.6047099,1543459595.13823,1543459595.1383,40.586,753.0,793.586,2018-11-29 02:46:35.206414,2018-11-29 02:46:35.247000,2018-11-29 02:46:36.000000,who else in boston do you know
4496880.wav,12.4437947847,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459595.31177,1543459600.10153,1543459600.1051,1543459600.10526,1543459600.1379,151,50458,64,1,1543459595.31178,1543459595.3118,1543459595.31197,1543459595.31518,1543459598.89304,1543459600.10148,1543459600.1015198,30.872,864.0,894.872,2018-11-29 02:46:40.105128,2018-11-29 02:46:40.136000,2018-11-29 02:46:41.000000,you should consider it
2451615.wav,12.8143333529,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459600.16391,1543459604.91806,1543459604.92958,1543459604.9299,1543459604.9827302,153,57818,64,1,1543459600.16392,1543459600.1639302,1543459600.16404,1543459600.16602,1543459603.76228,1543459604.9179802,1543459604.91804,42.371,1028.0,1070.371,2018-11-29 02:46:44.929629,2018-11-29 02:46:44.972000,2018-11-29 02:46:46.000000,do you speak french well
5218438.wav,12.7392022908,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459605.03295,1543459611.23592,1543459611.27025,1543459611.27052,1543459611.3259802,154,68062,64,2,1543459605.03296,1543459605.03297,1543459605.03315,1543459605.03614,1543459609.5563,1543459611.23584,1543459611.2359,41.699,688.0,729.699,2018-11-29 02:46:51.270301,2018-11-29 02:46:51.312000,2018-11-29 02:46:52.000000,tom died monday afternoon
2539500.wav,12.4962346119,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459611.37796,1543459617.40964,1543459617.43664,1543459617.4369,1543459617.48924,165,85030,64,2,1543459611.37797,1543459611.37799,1543459611.37816,1543459611.38138,1543459616.08366,1543459617.40956,1543459617.4096198,39.312,524.0,563.312,2018-11-29 02:46:57.436688,2018-11-29 02:46:57.476000,2018-11-29 02:46:58.000000,i'll stay in boston for three months
2248293.wav,12.7237075321,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459617.54475,1543459624.82265,1543459624.83663,1543459624.83689,1543459624.89077,147,56212,64,1,1543459617.54477,1543459617.54478,1543459617.54495,1543459617.54799,1543459623.7095802,1543459624.8225698,1543459624.8226302,37.321,126.0,163.321,2018-11-29 02:47:04.836679,2018-11-29 02:47:04.874000,2018-11-29 02:47:05.000000,i'm very confident
2663524.wav,12.2898474601,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459624.9416802,1543459630.34889,1543459630.35322,1543459630.35348,1543459630.4067302,152,54618,64,1,1543459624.94169,1543459624.94171,1543459624.94187,1543459624.94487,1543459628.21297,1543459630.34881,1543459630.34887,42.733000000000004,604.0,646.7330000000001,2018-11-29 02:47:10.353267,2018-11-29 02:47:10.396000,2018-11-29 02:47:11.000000,that's not sure problem
1095598.wav,13.427463745199999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459630.45318,1543459644.47942,1543459644.5385098,1543459644.53878,1543459644.5903199,185,134654,64,4,1543459630.45319,1543459630.4532099,1543459630.45338,1543459630.45631,1543459641.9173,1543459644.47934,1543459644.4794,39.436,422.0,461.436,2018-11-29 02:47:24.538564,2018-11-29 02:47:24.578000,2018-11-29 02:47:25.000000,tom can do the job by himself would you mind helping him
5913701.wav,12.2573904214,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459644.66786,1543459651.27006,1543459651.2831302,1543459651.28339,1543459651.33643,160,68068,64,2,1543459644.6678698,1543459644.66789,1543459644.66806,1543459644.67137,1543459649.96388,1543459651.2699802,1543459651.27004,43.825,673.0,716.825,2018-11-29 02:47:31.283175,2018-11-29 02:47:31.327000,2018-11-29 02:47:32.000000,i found it difficult to do that
325701.wav,12.995142760799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543459651.38972,1543459658.96768,1543459658.97708,1543459658.97733,1543459659.03159,172,96280,63,3,1543459651.38989,1543459651.38991,1543459651.39008,1543459651.39309,1543459657.41331,1543459658.96759,1543459658.96765,43.876999999999995,979.0,1022.877,2018-11-29 02:47:38.977123,2018-11-29 02:47:39.021000,2018-11-29 02:47:40.000000,my parents came to the airport to see me off
